Company Name,Street Address 1,Street Address 2,City,State,Zip Code,Country,Industries,Team Member 1,Team Member 2,Team Member 3,Team Member 4
RLJ Equity Partners,"3 Bethesda Metro Center, Suite 1000",,Bethesda,MD,20814,US,"Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Safety Equipment, Airlines, Railroads, Highways & Railtracks, Third Party Logistics (3PL), Food Distributors, Trading Companies & Distributors, Technology Distributors, Air Freight & Logistics, Marine Shipping, Trucking, Health Care Distributors, Retail Distributors, Motorcycle Manufacturers, Electronic Manufacturing Services, Computer Storage & Peripherals, Office Electronics, Paper Packaging, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Forest Products, Data Processing & Outsourced Services, Advertising, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, Airport Services, Marine Ports & Services, Commercial Printing, IT Consulting & Other Services, Casino & Gaming Operators, Hotel, Resort & Cruise Line Operators, Leisure Facilities, Restaurants, Education Services, Specialized Consumer Services, Integrated Telecommunication Services, Wireless Telecommunication Services, Digital & Social Media, Broadcasting, Cable & Satellite, Movies & Entertainment, Publishing, Apparel Retail, Computer & Electronics Retail, Home Improvement Retail, Specialty Stores, Automotive Retail, Homefurnishing Retail, Drug Retail, Food Retail, Hypermarkets & Super Centers, Catalog Retail, Internet Retail, Department Stores, General Merchandise Stores, Consumer Electronics, Home Furnishings, Homebuilding, Household Appliances, Housewares & Specialties, Leisure Products, Photographic Products, Apparel, Accessories & Luxury Goods, Footwear, Textiles, Household Products, Personal Products, Brewers, Distillers & Vintners, Soft Drinks, Agricultural Products, Packaged Foods & Meats, Tobacco, Auto Parts & Accessories, Tires & Rubber",Blake Weir,Otey Smith,Seth Friedman,James Moss
Peak Rock Capital,"13413 Galleria Circle, Suite Q-300","Nova North, 11 Bressenden Place, Avenue Louise 149/24",Austin,TX,78738,US,"Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Third Party Logistics (3PL), Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Airport Services, Highways & Railtracks, Marine Ports & Services, Diversified Real Estate Activities, Real Estate Operating Companies, Real Estate Development, Real Estate Services, Real Estate Investment Trusts (REITs), Third Party Logistics (3PL), Food Distributors, Trading Companies & Distributors, Technology Distributors, Air Freight & Logistics, Marine Shipping, Trucking, Health Care Distributors, Retail Distributors, Automobile Manufacturers, Motorcycle Manufacturers, Aerospace & Defense, Building Products, Heavy Electrical Equipment, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Electronic Manufacturing Services, Construction Materials, Health Care Equipment, Consumer Electronics, Computer Storage & Peripherals, Photographic Products, Apparel, Accessories & Luxury Goods, Textiles, Personal Products, Office Electronics, Auto Parts & Accessories, Paper Packaging, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Forest Products, Tires & Rubber, Electrical Components & Equipment, Computer Hardware, Computer Storage & Peripherals, Electronic Equipment & Instruments , Electronic Components, Electronic Manufacturing Services, Technology Distributors, Semiconductor Equipment , Semiconductors, Communications Equipment, Application Software, Systems Software, Home Entertainment Software, Financial Technology, Health Care Technology, Internet Software & Services, Data Processing & Outsourced Services, Advertising, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, Airport Services, Marine Ports & Services, Commercial Printing, IT Consulting & Other Services, Forest Products, Paper Products, Construction Materials, Metal, Glass & Plastic Containers, Paper Packaging, Fertilizers & Agricultural Chemicals, Industrial Gases, Specialty Chemicals, Commodity Chemicals, Diversified Chemicals, Nonmetallic Mineral Mining & Quarrying, Aluminum Products, Metal Ore Mining, Gold Products, Other Metal & Mineral Products, Steel Products, Casino & Gaming Operators, Hotel, Resort & Cruise Line Operators, Leisure Facilities, Restaurants, Education Services, Specialized Consumer Services, Alternative Carriers, Integrated Telecommunication Services, Wireless Telecommunication Services, Digital & Social Media, Broadcasting, Cable & Satellite, Movies & Entertainment, Publishing, Advertising, Health Care Equipment, Health Care Supplies, Health Care Distributors, Health Care Services, Health Care Facilities, Managed Health Care, Health Care Technology, Consumer Electronics, Home Furnishings, Homebuilding, Household Appliances, Housewares & Specialties, Leisure Products, Photographic Products, Apparel, Accessories & Luxury Goods, Footwear, Textiles, Household Products, Personal Products, Brewers, Distillers & Vintners, Soft Drinks, Agricultural Products, Packaged Foods & Meats, Tobacco, Auto Parts & Accessories, Tires & Rubber, Biotechnology, Pharmaceuticals, Life Sciences Tools & Services, Nutraceuticals",Karson Chang,Johannes Hock,Ryan Fitch,Garret Iden
Speyside Equity ,24 Frank Lloyd Wright Dr,,Ann Arbor,MI,48105,US,"Fertilizers & Agricultural Chemicals, Industrial Gases, Specialty Chemicals, Commodity Chemicals, Diversified Chemicals, Construction Materials, Metal, Glass & Plastic Containers, Paper Packaging, Nonmetallic Mineral Mining & Quarrying, Aluminum Products, Metal Ore Mining, Other Metal & Mineral Products, Steel Products, Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Food Distributors, Trading Companies & Distributors, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Forest Products, Paper Products, Auto Parts & Accessories, Tires & Rubber, Home Furnishings, Homebuilding, Household Appliances, Housewares & Specialties, Leisure Products, Apparel, Accessories & Luxury Goods, Footwear, Textiles, Automobile Manufacturers, Motorcycle Manufacturers, Aerospace & Defense, Building Products, Heavy Electrical Equipment, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Electronic Manufacturing Services, Construction Materials, Photographic Products, Apparel, Accessories & Luxury Goods, Textiles, Personal Products, Auto Parts & Accessories, Paper Packaging, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Forest Products, Tires & Rubber, Brewers, Distillers & Vintners, Soft Drinks, Agricultural Products, Packaged Foods & Meats, Tobacco, Household Products, Personal Products",Eric Wiklendt,Kevin Daugherty,Robert Sylvester,Oliver Maier
PennSpring Capital,206 B West James Street,,Lancaster ,PA,17603,US,"Financial Technology, Computer Storage & Peripherals, Technology Distributors, Application Software, Systems Software, Home Entertainment Software, Financial Technology, Health Care Technology, Internet Software & Services, Data Processing & Outsourced Services, Advertising, Payment Processors, Environmental & Facilities Services, Diversified Support Services, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, IT Consulting & Other Services, Digital & Social Media, Advertising, Health Care Services, Health Care Technology",Andrew Kirchner,Justin Davis,Andrew Rice,Matt Dakil
Latticework Capital,"100 Crescent Court, Suite 200",,DALLAS,TX,75201,US,"Biotechnology, Pharmaceuticals, Life Sciences Tools & Services, Nutraceuticals, Health Care Equipment, Health Care Supplies, Health Care Distributors, Health Care Services, Health Care Facilities, Managed Health Care, Health Care Technology",TJ Shepherd,Phillip Marks,Steve Neumann,Brett Lacher
Red River Equity Partners,9755 Lake Trail,,Celina,TX,75009,US,"Data Processing & Outsourced Services, Advertising, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, Airport Services, Marine Ports & Services, Commercial Printing, IT Consulting & Other Services, Casino & Gaming Operators, Hotel, Resort & Cruise Line Operators, Leisure Facilities, Restaurants, Education Services, Specialized Consumer Services, Health Care Equipment, Health Care Supplies, Health Care Distributors, Health Care Services, Health Care Facilities, Managed Health Care, Health Care Technology, Application Software, Systems Software, Home Entertainment Software, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Electrical Components & Equipment, Computer Hardware, Computer Storage & Peripherals, Electronic Equipment & Instruments , Electronic Components, Electronic Manufacturing Services, Technology Distributors, Semiconductor Equipment , Semiconductors, Communications Equipment, Third Party Logistics (3PL), Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Airport Services, Highways & Railtracks, Marine Ports & Services, Auto Parts & Accessories, Tires & Rubber, Consumer Electronics, Home Furnishings, Homebuilding, Household Appliances, Housewares & Specialties, Leisure Products, Photographic Products, Apparel, Accessories & Luxury Goods, Footwear, Textiles, Brewers, Distillers & Vintners, Soft Drinks, Agricultural Products, Packaged Foods & Meats, Tobacco, Household Products, Personal Products, Financial Technology, Health Care Technology, Internet Software & Services, Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment",Santiago Ariza,Matt Karcher,,
JLL Partners,"300 Park Ave., 18th floor",,New York,NY,10022,US,"Aerospace & Defense, Building Products, Construction & Engineering, Other Diversified Financial Services, Multi-Sector Holdings, Specialized Finance, Asset Management & Custody Banks, Investment Banking & Brokerage, Diversified Capital Markets, Credit & Debit Card Issuers, Mortgage Banker, Mortgage Broker, Mortgage Processors & Servicers, Payday Lenders, Payment Processors, Semiconductors, Communications Equipment, Application Software, Systems Software, Home Entertainment Software, Financial Technology, Health Care Technology, Internet Software & Services, Data Processing & Outsourced Services, Advertising, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Human Resource & Employment Services, Research & Consulting Services, Airport Services, Marine Ports & Services, Commercial Printing, IT Consulting & Other Services, Health Care Equipment, Health Care Supplies, Health Care Distributors, Health Care Services, Health Care Facilities, Managed Health Care, Health Care Technology, Insurance Brokers, Life & Health Insurance, Multi-line Insurance, Property & Casualty Insurance, Reinsurance, Diversified Banks, Regional Banks, Thrifts & S&Ls, Financial Technology, Electrical Components & Equipment, Computer Hardware, Computer Storage & Peripherals, Electronic Equipment & Instruments , Electronic Components, Electronic Manufacturing Services, Technology Distributors, Semiconductor Equipment , Security & Alarm Services",Jim Chen,Kevin Hammond,Will Quirk,James Shillito
NextGen Growth Partners,656 W. Randolph St.,,Chicago,IL,60661,US,"Electronic Equipment & Instruments , Electronic Components, Electronic Manufacturing Services, Technology Distributors, Semiconductor Equipment , Semiconductors, Data Processing & Outsourced Services, Advertising, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, Airport Services, Marine Ports & Services, Commercial Printing, IT Consulting & Other Services, Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Casino & Gaming Operators, Hotel, Resort & Cruise Line Operators, Leisure Facilities, Restaurants, Education Services, Specialized Consumer Services, Marine Ports & Services, Health Care Equipment, Health Care Supplies, Health Care Distributors, Health Care Services, Health Care Facilities, Managed Health Care, Health Care Technology, Communications Equipment, Highways & Railtracks, Airport Services, Third Party Logistics (3PL), Application Software, Systems Software, Home Entertainment Software, Financial Technology, Health Care Technology, Internet Software & Services, Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Electrical Components & Equipment, Computer Hardware, Computer Storage & Peripherals",Adam Philpot,Cody Gilfillan,Alex Skantze,Tom Burke
Right Lane Capital LLC,"350 N Orleans St, Suite 9000N",,Chicago,IL,60654,US,"Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Third Party Logistics (3PL), Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Airport Services, Highways & Railtracks, Marine Ports & Services",Woody Cissel,Eric Mara,Ryan Cotler,
Heartwood Partners,301 Merritt 7,,Norwalk,CT,06851,US,"Fertilizers & Agricultural Chemicals, Industrial Gases, Specialty Chemicals, Commodity Chemicals, Diversified Chemicals, Metal, Glass & Plastic Containers, Aerospace & Defense, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Third Party Logistics (3PL), Food Distributors, Trading Companies & Distributors, Technology Distributors, Air Freight & Logistics, Marine Shipping, Trucking, Health Care Distributors, Retail Distributors, Construction & Farm Machinery & Heavy Trucks, Airport Services, Highways & Railtracks, Marine Ports & Services, Auto Parts & Accessories, Tires & Rubber, Consumer Electronics, Home Furnishings, Homebuilding, Household Appliances, Housewares & Specialties, Leisure Products, Photographic Products, Apparel, Accessories & Luxury Goods, Footwear, Textiles, Automobile Manufacturers, Motorcycle Manufacturers, Aerospace & Defense, Building Products, Heavy Electrical Equipment, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Electronic Manufacturing Services, Construction Materials, Health Care Equipment, Consumer Electronics, Computer Storage & Peripherals, Photographic Products, Apparel, Accessories & Luxury Goods, Textiles, Personal Products, Office Electronics, Auto Parts & Accessories, Paper Packaging, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Forest Products, Tires & Rubber, Brewers, Distillers & Vintners, Soft Drinks, Agricultural Products, Packaged Foods & Meats, Tobacco, Household Products, Personal Products, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Third Party Logistics (3PL), Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking",Morgan Murray,Robert Tucker,John Willert,Brian Fitzgerald
Bregal Sagemount,"277 Park Avenue, 29th Floor ",,New York,NY,10172,US,"Airport Services, Marine Ports & Services, Specialized Finance, Financial Technology, Application Software, Systems Software, Home Entertainment Software, Financial Technology, Health Care Technology, Internet Software & Services, Data Processing & Outsourced Services, Payment Processors, Airport Services, Health Care Technology",Michael Kosty,Daniel Eatroff,Adam Fuller,Daniel Kim
Rockwood Equity Partners,"200 Park Avenue, Suite 420","12 E 49th Street, 200 Columbine Street , Suite 240 ",Cleveland,OH,44122,US,"Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Air Freight & Logistics, Railroads, Airport Services, Highways & Railtracks, Oil & Gas Equipment & Services, Water Utilities, Third Party Logistics (3PL), Trading Companies & Distributors, Technology Distributors, Health Care Distributors, Aerospace & Defense, Heavy Electrical Equipment, Industrial Machinery & Equipment, Electronic Manufacturing Services, Health Care Equipment, Computer Storage & Peripherals, Aerospace & Defense, Textiles, Personal Products, Office Electronics, Auto Parts & Accessories, Paper Packaging, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Tires & Rubber, Electrical Components & Equipment, Electronic Equipment & Instruments , Electronic Components, Electronic Manufacturing Services, Communications Equipment, Health Care Technology, Data Processing & Outsourced Services, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Airport Services, Marine Ports & Services, Paper Products, Diversified Chemicals, Health Care Equipment, Health Care Supplies, Health Care Distributors, Health Care Services, Health Care Technology, Life Sciences Tools & Services, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment",Kristin Ament,Ben Giusto,Martin McCormick,Kate Faust
Strength Capital Partners,102 Pierce St,2035 Madison Road,Birmingham,MI,48009,US,"Water Utilities, Catalog Retail, Consumer Electronics, Home Furnishings, Homebuilding, Household Appliances, Housewares & Specialties, Leisure Products, Photographic Products, Apparel, Accessories & Luxury Goods, Footwear, Textiles, Household Products, Personal Products, Soft Drinks, Agricultural Products, Packaged Foods & Meats, Auto Parts & Accessories, Tires & Rubber, Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Third Party Logistics (3PL), Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Airport Services, Highways & Railtracks, Marine Ports & Services, Alternative Energy Production, Alternative Energy Distribution, Oil & Gas Drilling, Oil & Gas Equipment & Services, Independent Power Producers & Energy Traders, Electric Utilities, Gas Utilities, Multi-Utilities, Oil & Gas Exploration & Production, Oil & Gas Refining & Marketing, Oil & Gas Storage & Transportation, Coal & Consumable Fuels, Integrated Oil & Gas, Other Diversified Financial Services, Multi-Sector Holdings, Specialized Finance, Asset Management & Custody Banks, Investment Banking & Brokerage, Diversified Capital Markets, Credit & Debit Card Issuers, Payment Processors, Insurance Brokers, Life & Health Insurance, Multi-line Insurance, Property & Casualty Insurance, Reinsurance, Diversified Banks, Regional Banks, Thrifts & S&Ls, Financial Technology, Diversified Real Estate Activities, Real Estate Operating Companies, Real Estate Development, Real Estate Services, Real Estate Investment Trusts (REITs), Third Party Logistics (3PL), Food Distributors, Trading Companies & Distributors, Technology Distributors, Air Freight & Logistics, Marine Shipping, Health Care Distributors, Retail Distributors, Automobile Manufacturers, Motorcycle Manufacturers, Aerospace & Defense, Building Products, Heavy Electrical Equipment, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Electronic Manufacturing Services, Construction Materials, Consumer Electronics, Computer Storage & Peripherals, Photographic Products, Apparel, Accessories & Luxury Goods, Textiles, Personal Products, Office Electronics, Auto Parts & Accessories, Paper Packaging, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Forest Products, Tires & Rubber, Electrical Components & Equipment, Electronic Equipment & Instruments , Electronic Components, Electronic Manufacturing Services, Technology Distributors, Communications Equipment, Data Processing & Outsourced Services, Advertising, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, Airport Services, Commercial Printing, Forest Products, Paper Products, Construction Materials, Metal, Glass & Plastic Containers, Paper Packaging, Fertilizers & Agricultural Chemicals, Industrial Gases, Specialty Chemicals, Commodity Chemicals, Diversified Chemicals, Nonmetallic Mineral Mining & Quarrying, Aluminum Products, Metal Ore Mining, Gold Products, Other Metal & Mineral Products, Steel Products, Casino & Gaming Operators, Education Services, Specialized Consumer Services, Alternative Carriers, Integrated Telecommunication Services, Wireless Telecommunication Services, Digital & Social Media, Broadcasting, Cable & Satellite, Movies & Entertainment, Publishing, Advertising, Specialty Stores, Food Retail, Retail Distributors",Joey Kreyenhagen,Michael Bergeron,David Hiemstra,Steven LaBarre
Ninth Street Capital Partners,"2000 Auburn Drive, Suite 200-2022",,Beachwood,OH,44122,US,"Alternative Energy Distribution, Oil & Gas Drilling, Oil & Gas Equipment & Services, Water Utilities, Independent Power Producers & Energy Traders, Electric Utilities, Gas Utilities, Multi-Utilities, Oil & Gas Exploration & Production, Oil & Gas Refining & Marketing, Oil & Gas Storage & Transportation, Coal & Consumable Fuels, Integrated Oil & Gas, Other Diversified Financial Services, Multi-Sector Holdings, Specialized Finance, Asset Management & Custody Banks, Investment Banking & Brokerage, Diversified Capital Markets, Credit & Debit Card Issuers, Mortgage Banker, Mortgage Broker, Mortgage Processors & Servicers, Payday Lenders, Payment Processors, Insurance Brokers, Life & Health Insurance, Multi-line Insurance, Property & Casualty Insurance, Reinsurance, Diversified Banks, Regional Banks, Thrifts & S&Ls, Financial Technology, Third Party Logistics (3PL), Food Distributors, Trading Companies & Distributors, Technology Distributors, Air Freight & Logistics, Marine Shipping, Trucking, Health Care Distributors, Retail Distributors, Automobile Manufacturers, Motorcycle Manufacturers, Aerospace & Defense, Building Products, Heavy Electrical Equipment, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Electronic Manufacturing Services, Construction Materials, Health Care Equipment, Consumer Electronics, Computer Storage & Peripherals, Photographic Products, Apparel, Accessories & Luxury Goods, Textiles, Personal Products, Office Electronics, Auto Parts & Accessories, Paper Packaging, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Forest Products, Tires & Rubber, Electrical Components & Equipment, Computer Hardware, Computer Storage & Peripherals, Electronic Equipment & Instruments , Electronic Components, Electronic Manufacturing Services, Technology Distributors, Semiconductor Equipment , Semiconductors, Communications Equipment, Application Software, Systems Software, Home Entertainment Software, Financial Technology, Health Care Technology, Internet Software & Services, Data Processing & Outsourced Services, Advertising, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, Airport Services, Marine Ports & Services, Commercial Printing, IT Consulting & Other Services, Forest Products, Paper Products, Construction Materials, Metal, Glass & Plastic Containers, Paper Packaging, Fertilizers & Agricultural Chemicals, Industrial Gases, Specialty Chemicals, Commodity Chemicals, Diversified Chemicals, Nonmetallic Mineral Mining & Quarrying, Aluminum Products, Metal Ore Mining, Gold Products, Other Metal & Mineral Products, Steel Products, Casino & Gaming Operators, Hotel, Resort & Cruise Line Operators, Leisure Facilities, Restaurants, Education Services, Specialized Consumer Services, Alternative Carriers, Integrated Telecommunication Services, Wireless Telecommunication Services, Digital & Social Media, Broadcasting, Cable & Satellite, Movies & Entertainment, Publishing, Advertising, Health Care Equipment, Health Care Supplies, Health Care Distributors, Health Care Services, Health Care Facilities, Managed Health Care, Health Care Technology, Apparel Retail, Computer & Electronics Retail, Home Improvement Retail, Specialty Stores, Automotive Retail, Homefurnishing Retail, Drug Retail, Food Retail, Hypermarkets & Super Centers, Retail Distributors, Catalog Retail, Internet Retail, Department Stores, General Merchandise Stores, Consumer Electronics, Home Furnishings, Homebuilding, Household Appliances, Housewares & Specialties, Leisure Products, Photographic Products, Apparel, Accessories & Luxury Goods, Footwear, Textiles, Household Products, Personal Products, Brewers, Distillers & Vintners, Soft Drinks, Agricultural Products, Packaged Foods & Meats, Tobacco, Auto Parts & Accessories, Tires & Rubber, Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Third Party Logistics (3PL), Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Airport Services, Highways & Railtracks, Marine Ports & Services, Alternative Energy Production",Patrick Dickinson,Michael Weiner,Lucas Therp,Joe Chai
CPS Capital,"41 Industrial St, Suite 201",,Toronto,ON,M4G0C7,CA,"Trading Companies & Distributors, Safety Equipment, Third Party Logistics (3PL), Air Freight & Logistics, Marine Shipping, Railroads, Trucking, Airport Services, Highways & Railtracks, Marine Ports & Services, Alternative Energy Production, Alternative Energy Distribution, Oil & Gas Equipment & Services, Water Utilities, Independent Power Producers & Energy Traders, Electric Utilities, Gas Utilities, Multi-Utilities, Other Diversified Financial Services, Multi-Sector Holdings, Specialized Finance, Asset Management & Custody Banks, Investment Banking & Brokerage, Diversified Capital Markets, Mortgage Broker, Mortgage Processors & Servicers, Payment Processors, Insurance Brokers, Life & Health Insurance, Multi-line Insurance, Property & Casualty Insurance, Reinsurance, Financial Technology, Diversified Real Estate Activities, Real Estate Services, Auto Parts & Accessories, Health Care Supplies, Safety Equipment, Electrical Components & Equipment, Computer Hardware, Computer Storage & Peripherals, Electronic Equipment & Instruments , Electronic Components, Electronic Manufacturing Services, Technology Distributors, Semiconductor Equipment , Semiconductors, Communications Equipment, Application Software, Systems Software, Home Entertainment Software, Financial Technology, Health Care Technology, Internet Software & Services, Data Processing & Outsourced Services, Advertising, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, Airport Services, Marine Ports & Services, Commercial Printing, IT Consulting & Other Services, Casino & Gaming Operators, Education Services, Integrated Telecommunication Services, Wireless Telecommunication Services, Advertising, Health Care Supplies, Health Care Services, Health Care Facilities, Managed Health Care, Health Care Technology, Internet Retail, Life Sciences Tools & Services, Nutraceuticals",Michael Arblaster,Kuba Soltysiak,Mike Greenwood,Jeffrey Tung
PNC Riverarch Capital,"Two PNC Plaza 620 Liberty Avenue, 22nd Floor",,Pittsburgh,PA,15222,US,,Jennifer Wigton,Andrew Barza,Robert Dolan,Andrew Wiechkoske
Tonka Bay Equity Partners,"301 Carlson Parkway, Suite 325",,Minnetonka,MN,55305,US,"Aerospace & Defense, Electrical Components & Equipment, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Third Party Logistics (3PL), Railroads, Third Party Logistics (3PL), Food Distributors, Trading Companies & Distributors, Technology Distributors, Health Care Distributors, Aerospace & Defense, Industrial Machinery & Equipment, Electronic Manufacturing Services, Construction Materials, Health Care Equipment, Textiles, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Electrical Components & Equipment, Electronic Equipment & Instruments , Electronic Components, Electronic Manufacturing Services, Technology Distributors, Semiconductor Equipment , Semiconductors, Application Software, Systems Software, Financial Technology, Health Care Technology, Internet Software & Services, Data Processing & Outsourced Services, Payment Processors, Office Services & Supplies, Diversified Support Services, Human Resource & Employment Services, Paper Products, Construction Materials, Metal, Glass & Plastic Containers, Paper Packaging, Aluminum Products, Other Metal & Mineral Products, Steel Products, Health Care Equipment, Health Care Supplies, Health Care Distributors, Health Care Services, Health Care Technology, Life Sciences Tools & Services, Nutraceuticals",Vince Thao,Craig Bunker,Kory Kutchmarek,Steve Soderling
Alvarez & Marsal Capital Partners,1 Pickwick Plaza,,Greenwich,CT,06830,US,"Third Party Logistics (3PL), Food Distributors, Trading Companies & Distributors, Technology Distributors, Air Freight & Logistics, Marine Shipping, Trucking, Health Care Distributors, Retail Distributors, Casino & Gaming Operators, Hotel, Resort & Cruise Line Operators, Leisure Facilities, Restaurants, Education Services, Specialized Consumer Services, Health Care Equipment, Health Care Supplies, Health Care Distributors, Health Care Services, Health Care Facilities, Managed Health Care, Health Care Technology, Apparel Retail, Computer & Electronics Retail, Home Improvement Retail, Specialty Stores, Automotive Retail, Homefurnishing Retail, Drug Retail, Food Retail, Hypermarkets & Super Centers, Retail Distributors, Catalog Retail, Internet Retail, Department Stores, General Merchandise Stores, Application Software, Systems Software, Home Entertainment Software, Financial Technology, Health Care Technology, Internet Software & Services, Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Electrical Components & Equipment, Computer Hardware, Computer Storage & Peripherals, Electronic Equipment & Instruments , Electronic Components, Electronic Manufacturing Services, Technology Distributors, Semiconductor Equipment , Semiconductors, Communications Equipment, Third Party Logistics (3PL), Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Airport Services, Highways & Railtracks, Marine Ports & Services, Auto Parts & Accessories, Tires & Rubber, Consumer Electronics, Home Furnishings, Homebuilding, Household Appliances, Housewares & Specialties, Leisure Products, Photographic Products, Apparel, Accessories & Luxury Goods, Footwear, Textiles, Automobile Manufacturers, Motorcycle Manufacturers, Aerospace & Defense, Building Products, Heavy Electrical Equipment, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Electronic Manufacturing Services, Construction Materials, Health Care Equipment, Consumer Electronics, Computer Storage & Peripherals, Photographic Products, Apparel, Accessories & Luxury Goods, Textiles, Personal Products, Office Electronics, Auto Parts & Accessories, Paper Packaging, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Forest Products, Tires & Rubber, Brewers, Distillers & Vintners, Soft Drinks, Agricultural Products, Packaged Foods & Meats, Tobacco, Household Products, Personal Products",Adam Gottlieb,Gary Jacobs,Jimmy O'Brien,Ale Amesquita
