Product Name,Image URL,SKU,Categories,Description_1,Description_2,Description_3,Description_4,Description_5,Description_6,Product_URL
31-02769,https://www.engineeredmarineproducts.com/wp-content/uploads/31-02769.jpg,31-02769JEV,"Engines, BRP, Engine Bearings, Engines",Split Sleeve Bearing,OEM : Johnson/Evinrude Replaces: BRP 310433,"For 1960-97 Johnson/Evinrude 2-cyl, 40-60 Hp | 3-cyl, 60-75 Hp | V4, 65-140 Hp outboard  engine crankshafts.",also crosses with: Sierra: 18-1362,UPC: 840080421582,,https://www.engineeredmarineproducts.com/product/31-02769/
31-02769,https://www.engineeredmarineproducts.com/wp-content/uploads/31-02769-2.jpg,31-02769MC,"Engines, Engine Bearings, Mercury Mariner, Engines",Split Sleeve Bearing,OEM : Mercury Replaces: Mercury 88903T OMC 310433,"For older model Mercury/Mariner V6, 135-200 Hp outboard engines. Used with 31-67445 Center Main Bearing",also crosses with: Sierra: 18-1362,UPC: 840080421582,,https://www.engineeredmarineproducts.com/product/31-02769-2/
31-02779,https://www.engineeredmarineproducts.com/wp-content/uploads/31-02779.jpg,31-02779JEV,"Engines, BRP, Engine Bearings, Engines",Wrist Pin Bearing,OEM : Johnson/Evinrude Replaces: BRP 395627 | 388595 | 385482,"For 1973-97 Johnson/Evinrude 2-cyl, 18-60 Hp | 3-cyl, 65-75 Hp | V4,  85-140 Hp | V6, 150-235 Hp outboard engine piston rods.",also crosses with: Sierra: 18-1374 GLM: 16220 Mallory: 9-51103,UPC: 840080478722,,https://www.engineeredmarineproducts.com/product/31-02779/
31-02770,https://www.engineeredmarineproducts.com/wp-content/uploads/31-02770.jpg,31-02770JEV,"Engines, BRP, Engine Bearings, Engines",Split Sleeve Bearing,OEM : Johnson/Evinrude Replaces: BRP 352960,"For 1976 & later Johnson/Evinrude V4, 85-115 Hp | V6, 150-200 Hp | V8, 250-300 Hp outboard engine crankshafts.",also crosses with: Sierra: 18-1377,UPC: 840080463810,,https://www.engineeredmarineproducts.com/product/31-02770/
31-02768,https://www.engineeredmarineproducts.com/wp-content/uploads/31-02768.jpg,31-02768JEV,"Engines, BRP, Engine Bearings, Engines",Rod Bearing,OEM : Johnson/Evinrude Replaces: BRP 396041,"For 1985 & later Johnson/Evinrude V4, 120-140 Hp | V6, 185-300 Hp outboard engine crankshafts.",also crosses with: Sierra: 18-1360 GLM: 22850 Mallory: 9-51104,UPC: 840080429014,,https://www.engineeredmarineproducts.com/product/31-02768/
31-02766,https://www.engineeredmarineproducts.com/wp-content/uploads/31-02766.jpg,31-02766JEV,"Engines, BRP, Engine Bearings, Engines",Rod Bearing,OEM : Johnson/Evinrude Replaces: BRP 437088,"For 1983-2005 Johnson/Evinrude 2-cyl, 18-60 Hp | 3-cyl, 65-75 Hp outboard engine crankshafts.",also crosses with: Sierra: 18-1378 GLM: 16200,UPC: 840080404165,,https://www.engineeredmarineproducts.com/product/31-02766/
31-02765,https://www.engineeredmarineproducts.com/wp-content/uploads/31-02765.jpg,31-02765JEV,"Engines, BRP, Engine Bearings, Engines",Rod Bearing,OEM : Johnson/Evinrude Replaces: BRP 387787,"For 1977 & later Johnson/Evinrude V4 90-115 Hp | V6, 150-175 Hp crossflow outboard engine crankshafts.",also crosses with: Sierra: 18-1361 GLM: 22820 Mallory: 9-51100,UPC: 840080475264,,https://www.engineeredmarineproducts.com/product/31-02765/
31-02770,https://www.engineeredmarineproducts.com/wp-content/uploads/31-02770-2.jpg,31-02770MC,"Engines, Engine Bearings, Mercury Mariner, Engines",Split Sleeve Bearing,OEM : Mercury Replaces: Mercury 88270T | 878780 | 88270,"For 1983-94 Mercury/Mariner V8, 250-300 Hp outboard engines.",also crosses with: Sierra: 18-1377,UPC: 840080463810,,https://www.engineeredmarineproducts.com/product/31-02770-2/
32-05019,https://www.engineeredmarineproducts.com/wp-content/uploads/32-05019.jpg,32-05019MCR,"MerCruiser, Bellows, Transom Components, Transom Components",Exhaust Flapper Valve & Clamp,OEM : Mercury Replaces: Mercury 12644A1 | 12644Q01,For various years Universal 4″ exhaust.,also crosses with: Sierra: 18-4457 GLM: 89250 Mallory: 9-44001,UPC: 840080487359,,https://www.engineeredmarineproducts.com/product/32-05019/
30-00806,https://www.engineeredmarineproducts.com/wp-content/uploads/30-00806.jpg,30-00806VP,"Gimble Bearings, Volvo Penta, Transom Components, Transom Components",Gimbal Bearing,OEM : Volvo Replaces: Volvo 3888555,"For various years SX, DP, DPS, SX-M outdrives.",also crosses with:,UPC: 840080444765,,https://www.engineeredmarineproducts.com/product/30-00806/
300-26086,https://www.engineeredmarineproducts.com/wp-content/uploads/300-26086.jpg,300-26086OMC,"Bellow Shift, OMC, Transom Components, Transom Components",Shift Module,OEM : OMC Replaces: OMC 987738,"For 1986-90 Cobra 5.0-5.7L V8, 185-350 Hp gearcase.",also crosses with: Sierra: 18-5888 CDI: 123-9898-8 Mallory: 9-24500,UPC: 840080432779,,https://www.engineeredmarineproducts.com/product/300-26086/
32-05018,https://www.engineeredmarineproducts.com/wp-content/uploads/32-05018.jpg,32-05018MCR,"MerCruiser, Bellows, Transom Components, Transom Components",Exhaust Flapper Valve & Clamp,OEM : Mercury Replaces: Mercury 34765A2 | 34765A1,For 1963-74 Universal 3″ exhaust.,also crosses with: Sierra: 18-4456 GLM: 89240 Mallory: 9-44000,UPC: 840080445946,,https://www.engineeredmarineproducts.com/product/32-05018/
10-02680-1,https://www.engineeredmarineproducts.com/wp-content/uploads/10-02680-1.jpg,,"Screws, Fasteners, Mercury Mariner, Miscellaneous, Miscellaneous, New",Screw,OEM : Mercury Replaces: Mercury 96411,"For 1976 & later Mercury/Mariner 4-cyl, 75-80 Hp | 6-cyl, 90-115 Hp | V6 60-225 Hp outboard water pumps.",also crosses with: GLM: 12833 Mallory: 9-78131,UPC: 840080469317,,https://www.engineeredmarineproducts.com/product/10-02680-1/
300-26088,https://www.engineeredmarineproducts.com/wp-content/uploads/300-26088.jpg,300-26088OMC,"Bellow Shift, OMC, Transom Components, Transom Components",Shift Module,OEM : OMC Replaces: OMC 987740 | 985902 | 986342 | 984036 | 984281,"For 1986-90 Stringer & Cobra 2.3L-3.0L,4-cyl, 120-140 Hp | 4.3L V6, 150-165 Hp transom shift.",also crosses with: Sierra: 18-5890 CDI: 123-9898-4 Mallory: 9-24502,UPC: 840080493114,,https://www.engineeredmarineproducts.com/product/300-26088/
10-02679,https://www.engineeredmarineproducts.com/wp-content/uploads/10-02679-2.jpg,10-02679MC,"Screws, Fasteners, Mercury Mariner, Miscellaneous, Miscellaneous",Screen Screw,OEM : Mercury Replaces: Mercury 76156 | 67373,"For 1976-88 Mercury/Mariner V6, 135-225 Hp",also crosses with: Sierra: 18-3197 GLM: 12822 Mallory: 9-78130,UPC: 840080445823,,https://www.engineeredmarineproducts.com/product/10-02679-2/
10-02596-1,https://www.engineeredmarineproducts.com/wp-content/uploads/10-02596-1.jpg,,"Miscellaneous, Force, Fasteners, Bolts, Miscellaneous",Bolt,OEM : Force Replaces: Force 8M4503518 | 40011128 | 1994020,"For 1998 Sears & Force 2-cyl, 9.9-25 Hp outboard driveshaft bushings, relay mountings, manual starter assemblies, Driveshafts, fuel pumps and other applications.",also crosses with:,UPC: 0,,https://www.engineeredmarineproducts.com/product/10-02596-1/
10-02596-1-2,https://www.engineeredmarineproducts.com/wp-content/uploads/10-02596-1-2.jpg,,"Fasteners, Mercury Mariner, Bolts, Miscellaneous, Miscellaneous",Bolt,OEM : Mercury Replaces: Mercury 8M4503518 | 40011128 | 1994020,"For 1983 & later Mercury/Mariner 2-cyl, 6-45 Hp | 3-cyl, 50-90 Hp | 4-cyl, 50-125 Hp | V6, 135-300 Hp outboard driveshaft bushings, relay mountings, manual starter assemblies, Driveshafts, fuel pumps and other applications.",also crosses with:,UPC: 0,,https://www.engineeredmarineproducts.com/product/10-02596-1-2/
10-02679,https://www.engineeredmarineproducts.com/wp-content/uploads/10-02679.jpg,10-02679MCR,"Screws, Fasteners, MerCruiser, Miscellaneous, Miscellaneous",Screen Screw,OEM : Mercury Replaces: Mercury 76156 | 67373,For 1974-90  MC-1 & R/MR/Alpha One gearcases.,also crosses with: Sierra: 18-3197 GLM: 12822 Mallory: 9-78130,UPC: 840080445823,,https://www.engineeredmarineproducts.com/product/10-02679/
10-02595-1,https://www.engineeredmarineproducts.com/wp-content/uploads/10-02595-1.jpg,,"Screws, Fasteners, Mercury Mariner, Miscellaneous, Miscellaneous, New",Drain Screw,OEM : Mercury Replaces: Mercury 95632010 | 95632M | 99970M,"For 1984-98/2003-06 Mercury/Mariner 2-cyl, 40-55 Hp |  V6, 225 Hp outboards. Magnetic.",also crosses with: Sierra: 18-2374 Mallory: 9-72652,UPC: 840080452180,,https://www.engineeredmarineproducts.com/product/10-02595-1/
10-02594-1,https://www.engineeredmarineproducts.com/wp-content/uploads/10-02594-1.jpg,,"Screws, Fasteners, Miscellaneous, Yamaha, Miscellaneous, New",Drain Screw,OEM : Yamaha Replaces: Yamaha 90340-08002-00 | 90340-08M04-00 | 90340-08014-00 | 90340-08125-00,For 2002 & later 2-Stroke & 4-Stroke 3-4 Hp | 6-25 Hp | 30-90 Hp | 50-200 Hp | 150-350 Hp outboards.,also crosses with: Sierra: 18-2371,UPC: 840080414522,,https://www.engineeredmarineproducts.com/product/10-02594-1/
10-02593-1,https://www.engineeredmarineproducts.com/wp-content/uploads/10-02593-1.jpg,,"BRP, Screws, Fasteners, Miscellaneous, Miscellaneous, New",Drain Screw & Washer,OEM : Johnson/Evinrude Replaces: BRP 318544 | 912624,For 1973 & later Johnson/Evinrude outboard gearcases. Magnetic.,also crosses with: Sierra: 18-2378 GLM: 21731 Mallory: 9-72654,UPC: 840080482019,,https://www.engineeredmarineproducts.com/product/10-02593-1/
10-02595-50,https://www.engineeredmarineproducts.com/wp-content/uploads/10-02595-50.jpg,,"Fasteners, Miscellaneous","Magnetic Drain Screw, (50/Pack)", Replaces: Mercury/Mercruiser: 95632010 Sierra: 18-2374,"Fits Mercury/Mariner 2-cyl, 40-55 HP | V6, 225 HP outboards. Magnetic. ",UPC: 840080412399,,,https://www.engineeredmarineproducts.com/product/10-02595-50/
1300-36044,https://www.engineeredmarineproducts.com/wp-content/uploads/1300-36044.jpg,1300-36044CRU,"Sensors, Electrical, Other Inboards, Electrical",Idle Air Control Valve,OEM : Crusader Replaces: Crusader R084003,For  Crusader V8 engines.,also crosses with: Sierra: 18-7697 Crusader: R084003 Mallory: 9-33400 Pleasurecraft: R084003,UPC: 840080415956,,https://www.engineeredmarineproducts.com/product/1300-36044/
10-02595-1-2,https://www.engineeredmarineproducts.com/wp-content/uploads/10-02595-1-2.jpg,,"Screws, Fasteners, Miscellaneous, Yamaha, Miscellaneous, New",Drain Screw,OEM : Yamaha Replaces: Yamaha 688-45341-10-00 | 688-45341-00-00 | 90340-08M02-00,For 2002 & later 2-Stroke & 4-Stroke 25 Hp | 30-90 Hp | 50-200 Hp | 115-130 Hp | 150-350 Hp outboards. Magnetic.,also crosses with: Sierra: 18-2374 Mallory: 9-72652,UPC: 840080452180,,https://www.engineeredmarineproducts.com/product/10-02595-1-2/
1300-36040,https://www.engineeredmarineproducts.com/wp-content/uploads/1300-36040-2.jpg,1300-36040VP,"Electrical, Sensors, Volvo Penta, Electrical",Knock Sensor,OEM : Volvo Replaces: Volvo 3854512,"For 1993-98  V8, 385-415 Hp GM engines.",also crosses with: Sierra: 18-7703 Mallory: 9-33500,UPC: 840080409962,,https://www.engineeredmarineproducts.com/product/1300-36040-2/
1300-36039,https://www.engineeredmarineproducts.com/wp-content/uploads/1300-36039-2.jpg,1300-36039VP,"Electrical, Sensors, Volvo Penta, Electrical",Knock Sensor,OEM : Volvo Replaces: Volvo 22024631,"For 1993 & later  V6, 200-225 Hp | V8, 212-320 Hp GM & Volvo OS engines",also crosses with: Sierra: 18-7677 Mallory: 9-33503,UPC: 840080485508,,https://www.engineeredmarineproducts.com/product/1300-36039-2/
1300-36044,https://www.engineeredmarineproducts.com/wp-content/uploads/1300-36044-2.jpg,1300-36044PCM,"Sensors, Electrical, Other Inboards, Electrical",Idle Air Control Valve,OEM : PleasureCraft Replaces: PleasureCraft R084003,For  PleasureCraft V8 engines.,also crosses with: Sierra: 18-7697 Crusader: R084003 Mallory: 9-33400 Pleasurecraft: R084003,UPC: 840080415956,,https://www.engineeredmarineproducts.com/product/1300-36044-2/
1300-36035,https://www.engineeredmarineproducts.com/wp-content/uploads/1300-36035.jpg,1300-36035IND,"Sensors, Electrical, Other Inboards, Electrical",Idle Air Control Valve,OEM : Indmar Replaces: Indmar S556094,For  Indmar V6 & V8 engines.,also crosses with: Sierra: 18-7632-1 Indmar: S556094 Mallory: 9-33401,UPC: 840080491691,,https://www.engineeredmarineproducts.com/product/1300-36035/
1300-13604,https://www.engineeredmarineproducts.com/wp-content/uploads/1300-13604-2.jpg,1300-13604VP,"Electrical, Sensors, Volvo Penta, Electrical",Air Charge Temperature Sensor,OEM : Volvo Replaces: Volvo 3854527,For 2000 & later  V8 GM engines,also crosses with: Sierra: 18-7702 Mallory: 9-42406,UPC: 840080478418,,https://www.engineeredmarineproducts.com/product/1300-13604-2/
10-02593a,https://www.engineeredmarineproducts.com/wp-content/uploads/10-02593a.jpg,,"Fasteners, Miscellaneous",Magnetic Drain Screw – Allen Head, Replaces: Johnson/Evinrude/OMC/BRP: 318544 Sierra: 18-4249,Fits Johnson/Evinrude E-TEC outboard gearcases.,UPC: 840080494494,,,https://www.engineeredmarineproducts.com/product/10-02593a/
25-00088,https://www.engineeredmarineproducts.com/wp-content/uploads/25-00088-2.jpg,25-00088MC,"Molded Seal, O-Ring, Mercury Mariner, Seals and Gaskets, Seals and Gaskets",O-Ring,OEM : Mercury Replaces: Mercury 38099,"For 1981-90 Mercury/Mariner V6, 135-200 Hp outboards. ID: 2.125″ | OD: 2.375″ | W: 0.125″",also crosses with: Sierra: 18-7196 Barr: MC47-25-38099 GLM: 82270 Mallory: 9-76560,UPC: 840080494869,,https://www.engineeredmarineproducts.com/product/25-00088-2/
31-03183,https://www.engineeredmarineproducts.com/wp-content/uploads/31-03183.jpg,31-03183JEV,"Engines, BRP, Engine Bearings, Engines",Powerhead Bearing Kit,OEM : Johnson/Evinrude Replaces: BRP  n/a,"For 1992-2001 Johnson/Evinrude V4, 120-140 Hp | V6, 185-225 Hp | V8, 250-300 Hp outboard engines.",also crosses with: Sierra: 18-1389,UPC: 840080473604,,https://www.engineeredmarineproducts.com/product/31-03183/
31-03181,https://www.engineeredmarineproducts.com/wp-content/uploads/31-03181.jpg,31-03181JEV,"Engines, BRP, Engine Bearings, Engines",Powerhead Bearing Kit,OEM : Johnson/Evinrude Replaces: BRP  n/a,"For various years Johnson/Evinrude V6, outboard engines.",also crosses with:,UPC: 840080486482,,https://www.engineeredmarineproducts.com/product/31-03181/
31-03182,https://www.engineeredmarineproducts.com/wp-content/uploads/31-03182.jpg,31-03182JEV,"Engines, BRP, Engine Bearings, Engines",Powerhead Bearing Kit,OEM : Johnson/Evinrude Replaces: BRP  n/a,"For various years Johnson/Evinrude V6, outboard looper engines.",also crosses with:,UPC: 840080459288,,https://www.engineeredmarineproducts.com/product/31-03182/
31-03172,https://www.engineeredmarineproducts.com/wp-content/uploads/31-03172.jpg,31-03172JEV,"Engines, BRP, Engine Bearings, Engines",Powerhead Bearing Kit,OEM : Johnson/Evinrude Replaces: BRP  n/a,"For various years Johnson/Evinrude 2-cyl, outboard engines.",also crosses with:,UPC: 840080419008,,https://www.engineeredmarineproducts.com/product/31-03172/
31-03175,https://www.engineeredmarineproducts.com/wp-content/uploads/31-03175.jpg,31-03175JEV,"Engines, BRP, Engine Bearings, Engines",Powerhead Bearing Set (3 Cyl),OEM : Johnson/Evinrude Replaces: BRP  n/a,"For various years Johnson/Evinrude 3-cyl, outboard engines.",also crosses with:,UPC: 840080425870,,https://www.engineeredmarineproducts.com/product/31-03175/
31-02806,https://www.engineeredmarineproducts.com/wp-content/uploads/31-02806.jpg,31-02806JEV,"Engines, BRP, Engine Bearings, Engines",Ball Bearing,OEM : Johnson/Evinrude Replaces: BRP 390641,"For 1985 & later Johnson/Evinrude V4, 120-140 Hp | V6, 185-300 Hp | V8, 250-300 Hp outboard engines.",also crosses with: Sierra: 18-1396 GLM: 21623 Mallory: 9-51204,UPC: 840080417714,,https://www.engineeredmarineproducts.com/product/31-02806/
31-03180,https://www.engineeredmarineproducts.com/wp-content/uploads/31-03180.jpg,31-03180JEV,"Engines, BRP, Engine Bearings, Engines",Powerhead Bearing Kit,OEM : Johnson/Evinrude Replaces: BRP  n/a,"For various years Johnson/Evinrude V4, outboard looper engines.",also crosses with:,UPC: 840080424200,,https://www.engineeredmarineproducts.com/product/31-03180/
31-03178,https://www.engineeredmarineproducts.com/wp-content/uploads/31-03178.jpg,31-03178JEV,"Engines, BRP, Engine Bearings, Engines",Powerhead Bearing Kit,OEM : Johnson/Evinrude Replaces: BRP  n/a,"For various years Johnson/Evinrude V4, outboard engines.",also crosses with:,UPC: 840080409719,,https://www.engineeredmarineproducts.com/product/31-03178/
31-02806,https://www.engineeredmarineproducts.com/wp-content/uploads/31-02806-2.jpg,31-02806MC,"Engines, Engine Bearings, Mercury Mariner, Engines",Ball Bearing,OEM : Mercury Replaces: Mercury 67923T | 67923 | 41421 OMC 390641,"For 1976-2000 Mercury/Mariner V6, 135-300 Hp outboard engines.",also crosses with: Sierra: 18-1396 GLM: 21623 Mallory: 9-51204,UPC: 840080417714,,https://www.engineeredmarineproducts.com/product/31-02806-2/
31-02803,https://www.engineeredmarineproducts.com/wp-content/uploads/31-02803.jpg,31-02803JEV,"Engines, BRP, Engine Bearings, Engines",Ball Bearing,OEM : Johnson/Evinrude Replaces: BRP 385503,"For 1973-98 Johnson/Evinrude V4, 85-140 Hp | V6, 150-235 Hp outboard engines.",also crosses with: Sierra: 18-1395 GLM: 21626 Mallory: 9-51106,UPC: 840080426143,,https://www.engineeredmarineproducts.com/product/31-02803/
31-02803,https://www.engineeredmarineproducts.com/wp-content/uploads/31-02803-2.jpg,31-02803MC,"Engines, Engine Bearings, Mercury Mariner, Engines",Ball Bearing,OEM : Mercury Replaces: Mercury 64424T | 64424 | 54816 OMC 385503,"For 1975-90 Mercury/Mariner 3-cyl, 50-70 Hp outboard engines.",also crosses with: Sierra: 18-1395 GLM: 21626 Mallory: 9-51106,UPC: 840080426143,,https://www.engineeredmarineproducts.com/product/31-02803-2/
25-00072-1,https://www.engineeredmarineproducts.com/wp-content/uploads/25-00072-1.jpg,,"Quad Ring, Molded Seal, OMC, Seals and Gaskets, Seals and Gaskets, New",Quad Ring,OEM : OMC Replaces: OMC 909139,"For 1976-85 Stringer 2.5-3.0L 4-cyl, 120-140 Hp | 3.8-4.3L L6/V6 165-170 Hp | 5.0-8.2L V8, 175-245 Hp",also crosses with: GLM: 42140,UPC: 840080415062,,https://www.engineeredmarineproducts.com/product/25-00072-1/
25-00073-1,https://www.engineeredmarineproducts.com/wp-content/uploads/25-00073-1.jpg,,"Quad Ring, Molded Seal, OMC, Seals and Gaskets, Seals and Gaskets, New",Quad Ring,OEM : OMC Replaces: OMC 909969,"For 1978-85 Stringer 2.5-3.0L 4-cyl, 120-140 Hp | 3.8-4.3L L6/V6 165-170 Hp | 5.0-8.2L V8, 175-260 Hp",also crosses with:,UPC: 840080477640,,https://www.engineeredmarineproducts.com/product/25-00073-1/
31-31213,https://www.engineeredmarineproducts.com/wp-content/uploads/31-31213.jpg,31-31213MC,"Engines, Engine Bearings, Mercury Mariner, Engines",Bearing,OEM : Mercury Replaces: Mercury 16756A6,"For 1992-2006 Mercury/Mariner V6, 115-240 Hp outboards.",also crosses with: GLM: 16440 Mallory: 9-51215,UPC: 840080487182,,https://www.engineeredmarineproducts.com/product/31-31213/
31-31211,https://www.engineeredmarineproducts.com/wp-content/uploads/31-31211.jpg,31-31211MC,"Engines, Engine Bearings, Mercury Mariner, Engines",Upper Crankshaft Bearing,OEM : Mercury Replaces: Mercury 816773A2,"For 1995-2009 Mercury/Mariner 6-cyl, 200-250 Hp outboard upper crankshafts.",also crosses with: GLM: 16530,UPC: 840080472355,,https://www.engineeredmarineproducts.com/product/31-31211/
25-00071,https://www.engineeredmarineproducts.com/wp-content/uploads/25-00071.jpg,25-00071OMC,"Quad Ring, Molded Seal, OMC, Seals and Gaskets, Seals and Gaskets",Quad Ring,OEM : OMC Replaces: OMC 909048,"For 1975-85 Stringer 2.5-3.0L 4-cyl, 120-140 Hp | 3.8-4.3L L6/V6 165-170 Hp | 5.0-8.2L V8, 175-260 Hp",also crosses with: Sierra: 18-7477 GLM: 41120,UPC: 840080420790,,https://www.engineeredmarineproducts.com/product/25-00071/
31-31200,https://www.engineeredmarineproducts.com/wp-content/uploads/31-31200.jpg,31-31200JEV,"Engines, BRP, Engine Bearings, Engines",Bearing,OEM : Johnson/Evinrude Replaces: BRP 385822,"For older model Johnson/Evinrude V4, 85-140 Hp | V6, 150-235 Hp | V8, 275-300 Hp outboard engines.",also crosses with:,UPC: 840080496160,,https://www.engineeredmarineproducts.com/product/31-31200/
31-15445,https://www.engineeredmarineproducts.com/wp-content/uploads/31-15445.jpg,31-15445MC,"Engines, Engine Bearings, Mercury Mariner, Engines",Center Main Bearing,OEM : Mercury Replaces: Mercury 88903T + 67445,"For 1976-93 Mercury/Mariner 6-cyl, 135-200 Hp outboard crankcases.",also crosses with: Sierra: 18-1192 GLM: 22700,UPC: 840080490205,,https://www.engineeredmarineproducts.com/product/31-15445/
31-15514,https://www.engineeredmarineproducts.com/wp-content/uploads/31-15514.jpg,31-15514MC,"Engines, Engine Bearings, Mercury Mariner, Engines",Rod Bearing With Metal Cage,OEM : Mercury Replaces: Mercury 8M0045428 | 17514A1 | 67526A1 | 17514 | 67526A2 | 879366 | 821146A1 | 814337A1 | 67526,"For 1976-2010 Mercury/Mariner 2-cyl, 30 Hp | 3-cyl, 30-60 Hp | 6-cyl, 115-225 Hp outboards.",also crosses with: Sierra: 18-1194 GLM: 16200,UPC: 840080435497,,https://www.engineeredmarineproducts.com/product/31-15514/
31-08700,https://www.engineeredmarineproducts.com/wp-content/uploads/31-08700.jpg,31-08700JEV,"Engines, BRP, Engine Bearings, Engines",Bearing,OEM : Johnson/Evinrude Replaces: BRP 386014,"For older model Johnson/Evinrude 2-cyl, 9.9-15 Hp outboard engines.",also crosses with: Sierra: 18-1296,UPC: 840080422664,,https://www.engineeredmarineproducts.com/product/31-08700/
31-07633,https://www.engineeredmarineproducts.com/wp-content/uploads/31-07633.jpg,31-07633JEV,"Engines, BRP, Engine Bearings, Engines",Bearing,OEM : Johnson/Evinrude Replaces: OMC 436752,For 1996 & later  Bearing for V6 19 Spline Rear Carrier 1996 & later — 1.250 X 1.625,also crosses with:,UPC: 840080441931,,https://www.engineeredmarineproducts.com/product/31-07633/
31-08761,https://www.engineeredmarineproducts.com/wp-content/uploads/31-08761.jpg,31-08761JEV,"Engines, BRP, Engine Bearings, Engines",Bearing,OEM : Johnson/Evinrude Replaces: BRP 390635,"For 1974-85 Johnson/Evinrude 2-cyl, 9.9-15 Hp outboard engines.",also crosses with:,UPC: 840080402680,,https://www.engineeredmarineproducts.com/product/31-08761/
31-07629,https://www.engineeredmarineproducts.com/wp-content/uploads/31-07629.jpg,31-07629JEV,"Engines, BRP, Engine Bearings, Engines",Ball Bearing,OEM : Johnson/Evinrude Replaces: BRP 433503,"For 1991 & later Johnson/Evinrude 2-cyl, 40-65 Hp | 3-cyl, 75 Hp | V4, 75-130 Hp | V6, 135-200 Hp outboards,",also crosses with: Sierra: 18-1299,UPC: 840080499833,,https://www.engineeredmarineproducts.com/product/31-07629/
31-08762,https://www.engineeredmarineproducts.com/wp-content/uploads/31-08762.jpg,31-08762MC,"Engines, Engine Bearings, Mercury Mariner, Engines",Bearing Set,OEM : Mercury Replaces: Mercury 62596A1,"For 1972-90 Mercury/Mariner 2-cyl, 35-40 Hp | 3-cyl, 50-70 Hp | 4-cyl, 75-85 Hp | 6-cyl, 90-150 Hp outboard crankshafts.",also crosses with: GLM: 16210,UPC: 840080495125,,https://www.engineeredmarineproducts.com/product/31-08762/
25-00153-1-3,https://www.engineeredmarineproducts.com/wp-content/uploads/25-00153-1-3.jpg,,"Molded Seal, O-Ring, Mercury Mariner, Seals and Gaskets, Seals and Gaskets, New",O-Ring,OEM : Mercury Replaces: Mercury 62706 | F468342,"For 1976-81/2008 & later Mercury/Mariner 2-cyl, 4 Hp | 4-cyl, 75-150 Hp outboards. ID: 0.4375″ | OD: 0.5625″ | W: 0.0625",also crosses with: Sierra: 18-7102-9 GLM: 80130 Mallory: 9-76520,UPC: 840080490465,,https://www.engineeredmarineproducts.com/product/25-00153-1-3/
31-07619,https://www.engineeredmarineproducts.com/wp-content/uploads/31-07619.jpg,31-07619MC,"Engines, Engine Bearings, Mercury Mariner, Engines",Rod Bearing with Loose Rollers,OEM : Mercury Replaces: Mercury 844338A01 | 43012A04 | 43012A03 | 43012A1 | 43012A05 | 816567A1 | 859469A1 | 816567,"For 1983 & later Mercury/Mariner 3-cyl, 70-90 Hp | 4-cyl, 100-115 Hp outboard engines.","also crosses with: Sierra: 18-1195 GLM: 16420 Mallory: 844338A01, 9-51206",UPC: 840080494180,,https://www.engineeredmarineproducts.com/product/31-07619/
35-35152,https://www.engineeredmarineproducts.com/wp-content/uploads/35-35152.jpg,35-35152ACC,"Oil Filters, Engines, BRP, Engines",Oil Filter,OEM : Replaces: BRP 778886 Suzuki 16510-61A20-MHL,"For 2006 Johnson/Evinrude & Suzuki DF Series 3-cyl, 70-90 HP | 4-cyl, 90-115 Hp engines. Features Anti-Drain-Back Valve. 3/4″ x 16 NPT thread.",also crosses with: Sierra: 18-7896 Mallory: 9-57814,UPC: 840080430850,,https://www.engineeredmarineproducts.com/product/35-35152/
31-03179,https://www.engineeredmarineproducts.com/wp-content/uploads/31-03179.jpg,31-03179JEV,"Engines, BRP, Engine Bearings, Engines",Powerhead Bearing Kit,OEM : Johnson/Evinrude Replaces: BRP  n/a,"For 1985-98 Johnson/Evinrude V4, 65-115 Hp | V6 150-235 Hp outboard engines.",also crosses with: Sierra: 18-1386,UPC: 840080416038,,https://www.engineeredmarineproducts.com/product/31-03179/
25-00158-1,https://www.engineeredmarineproducts.com/wp-content/uploads/25-00158-1.jpg,,"Molded Seal, O-Ring, MerCruiser, Seals and Gaskets, Seals and Gaskets, New",O-Ring,OEM : Mercury Replaces: Mercury 864701 | 47632,For 1967-2014 MerCruiser/GM/MIE sterndrive & inboard engines. ID: 1.125″ | OD: 1.3125″ | W: 0.0937″,also crosses with: Sierra: 18-7146-9 Barr: OMC47-554545 GLM: 81220 Mallory: 9-76539,UPC: 840080475516,,https://www.engineeredmarineproducts.com/product/25-00158-1/
25-00157-1,https://www.engineeredmarineproducts.com/wp-content/uploads/25-00157-1.jpg,,"Molded Seal, O-Ring, MerCruiser, Seals and Gaskets, Seals and Gaskets, New",O-Ring,OEM : Mercury Replaces: Mercury 35480 | 8M2000816 | 47386,For 1998/2004-13  sterndrives. ID: 1.25″ | OD: 1.4375″ | W: 0.0937″,also crosses with: Sierra: 18-7411-9 GLM: 81230,UPC: 840080490519,,https://www.engineeredmarineproducts.com/product/25-00157-1/
25-00158-1-2,https://www.engineeredmarineproducts.com/wp-content/uploads/25-00158-1-2.jpg,,"Molded Seal, O-Ring, OMC, Seals and Gaskets, Seals and Gaskets, New",O-Ring,OEM : OMC Replaces: OMC 554545,For 1968-72  sterndrives. ID: 1.125″ | OD: 1.3125″ | W: 0.0937″,also crosses with: Sierra: 18-7146-9 Barr: OMC47-554545 GLM: 81220 Mallory: 9-76539,UPC: 840080475516,,https://www.engineeredmarineproducts.com/product/25-00158-1-2/
