Part-No,Product,Sub-Title,Photo,Applications,M8/M12 Application,Orientation,No. of Pins,Termination,o-ring,Current Rating,Air- and creepage distance,Gender,Coding,Mating Cycles,Standard,Assembly Height,Max Operating Temp,Configuration,Packaging,Cable Type,Connector left,Connector right,Shield,Anti Twist Protection,Loaded Pins,Material,Color,Data Rate,Transmission Category,Drawing PDF,Drawing DXF,Model 3D,Catalog,Product URL
Part-No. 225295-E,M12 Right Angle Male,"8-pin, A-coding, THR",https://www.erni.com/fileadmin/_processed_/7/e/csm_IM0011782_ca14c29cf4.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,8,THR,No,,,Male,A,100,IEC 61076-2-101,Angled,,Rear mount,Tape and reel,,,,Yes,No,"1, 2, 3, 4, 5, 6, 7, 8",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0009054.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0009079.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225295
Part-No. 225454-E,M12 Right Angle Male,"8-pin, A-coding, THR",https://www.erni.com/fileadmin/_processed_/2/d/csm_IM0011932_c275385868.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,8,THR,Yes,,,Male,A,100,IEC 61076-2-101,Angled,,Rear mount,Tape and reel,,,,No,No,"1, 2, 3, 4, 5, 6, 7, 8",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0009054.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0009080.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225454
Part-No. 235265-E,M12 Right Angle Male for Sensor Pipe,"4-pin, A-coding, THR",https://www.erni.com/fileadmin/_processed_/b/8/csm_IM0012182_3122222056.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,4,THR,Yes,4.8 A,,Male,A,100,IEC 61076-2-101,Angled,,"Front mount, snap-in",Tape and reel,,,,No,No,"1, 2, 3, 4",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0011266.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0011265.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011248.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/235265
Part-No. 225519-E,M12 Right Angle Male for Sensor Pipe,"4-pin, A-coding, THR",https://www.erni.com/fileadmin/_processed_/9/1/csm_IM0011941_54e9a27e7e.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,4,THR,Yes,4.8 A,,Male,A,100,IEC 61076-2-101,Angled,,Front mount,Tape and reel,,,,Yes,Yes,"1, 2, 3, 4",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007827.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0007866.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225519
Part-No. 225246-E,M12 Right Angle Male for Sensor Pipe,"5-pin, A-coding, THR",https://www.erni.com/fileadmin/_processed_/8/4/csm_IM0011919_96c628f6e1.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,5,THR,Yes,4.8 A,,Male,A,100,IEC 61076-2-101,Angled,,Front mount,Tape and reel,,,,Yes,No,"1, 2, 3, 4, 5",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007827.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0007865.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225246
Part-No. 225516-E,M12 Right Angle Male for Sensor Pipe,"4-pin, A-coding, THR",https://www.erni.com/fileadmin/_processed_/5/a/csm_IM0011939_f1d7cecdd1.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,4,THR,Yes,4.8 A,,Male,A,100,IEC 61076-2-101,Angled,,Front mount,Tape and reel,,,,No,Yes,"1, 2, 3, 4",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007827.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0010634.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225516
Part-No. 225242-E,M12 Right Angle Male for Sensor Pipe,"5-pin, A-coding, THR",https://www.erni.com/fileadmin/_processed_/1/6/csm_IM0011916_6a20bc65a9.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,5,THR,Yes,4.8 A,,Male,A,100,IEC 61076-2-101,Angled,,Front mount,Tape and reel,,,,No,No,"1, 2, 3, 4, 5",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007827.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0007861.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225242
Part-No. 225247-E,M12 Right Angle Male for Sensor Pipe,"4-pin, A-coding, THR",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,4,THR,Yes,4.8 A,,Male,A,100,IEC 61076-2-101,Angled,,Front mount,Tape and reel,,,,Yes,No,"1, 2, 3, 4",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007827.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0007866.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225247
Part-No. 225614-E,M12 Right Angle Male,"8-pin, A-coding, THR",https://www.erni.com/fileadmin/_processed_/0/3/csm_IM0011945_36abbd9a24.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,8,THR,Yes,,,Male,A,100,IEC 61076-2-101,Angled,,Rear mount,Tape and reel,,,,No,Yes,"1, 2, 3, 4, 5, 6, 7, 8",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0009054.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0009082.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225614
Part-No. 225243-E,M12 Right Angle Male for Sensor Pipe,"4-pin, A-coding, THR",https://www.erni.com/fileadmin/_processed_/a/f/csm_IM0011917_8395efd4fe.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,4,THR,Yes,4.8 A,,Male,A,100,IEC 61076-2-101,Angled,,Front mount,Tape and reel,,,,No,No,"1, 2, 3, 4",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007827.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0007862.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225243
Part-No. 225249-E,M12 Right Angle Male for Sensor Pipe,"5-pin, A-coding, THR",https://www.erni.com/fileadmin/_processed_/9/0/csm_IM0011922_19e871e473.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,5,THR,Yes,4.8 A,,Male,A,100,IEC 61076-2-101,Angled,,Front mount,Tape and reel,,,,Yes,No,"1, 2, 3, 4, 5v (Pin 5 EMLB)",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007827.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0007868.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225249
Part-No. 225245-E,M12 Right Angle Male for Sensor Pipe,"5-pin, A-coding, THR",https://www.erni.com/fileadmin/_processed_/5/6/csm_IM0011918_a25ac3c5bd.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,5,THR,Yes,4.8 A,,Male,A,100,IEC 61076-2-101,Angled,,Front mount,Tape and reel,,,,No,No,"1, 2, 3, 4, 5v (Pin 5 EMLB)",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007827.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0007864.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225245
Part-No. 235045-E,M12 Right Angle Male,"8-pin, A-coding, THR",https://www.erni.com/fileadmin/_processed_/3/9/csm_IM0011949_516becdc8e.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,8,THR,Yes,,,Male,A,100,IEC 61076-2-101,Angled,,Rear mount,Tape and reel,,,,Yes,No,"1, 2, 3, 4, 5, 6, 7, 8",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0009054.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0009081.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/235045
Part-No. 225515-E,M12 Right Angle Male for Sensor Pipe,"5-pin, A-coding, THR",https://www.erni.com/fileadmin/_processed_/e/5/csm_IM0011938_13c76562f5.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,5,THR,Yes,4.8 A,,Male,A,100,IEC 61076-2-101,Angled,,Front mount,Tape and reel,,,,No,Yes,"1, 2, 3, 4, 5",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007827.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0010633.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225515
Part-No. 364781-E,M12 Vertical Male DI,"4-pin, THR",https://www.erni.com/fileadmin/_processed_/3/a/csm_IM0011795_dc1f36aafd.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,4,THR,,4.8 A,,Male,,100,IEC 61076-2-101,9 mm,,"M12, male",Tray 50 pcs,,,,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005920.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005921.ZIP.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000743.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/364781
Part-No. 225521-E,M12 Right Angle Male for Sensor Pipe,"8-pin, A-coding, THR",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,8,THR,Yes,,,Male,A,100,IEC 61076-2-101,Angled,,Front mount,Tape and reel,,,,No,Yes,"1, 2, 3, 4, 5, 6, 7, 8",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0009055.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0009076.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225521
Part-No. 364779-E,M12 Vertical Male DI,"5-pin, THR",https://www.erni.com/fileadmin/_processed_/f/c/csm_IM0011794_4981b78321.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,5,THR,,4.8 A,,Male,,100,IEC 61076-2-101,9 mm,,"M12, male",Tray 50 pcs,,,,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005922.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005923.ZIP,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/364779
Part-No. 225292-E,M12 Right Angle Male for Sensor Pipe,"8-pin, A-coding, THR",https://www.erni.com/fileadmin/_processed_/5/7/csm_IM0011929_08a200b25b.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,8,THR,Yes,,,Male,A,100,IEC 61076-2-101,Angled,,Front mount,Tape and reel,,,,Yes,No,"1, 2, 3, 4, 5, 6, 7, 8",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0009055.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0009075.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225292
Part-No. 225522-E,M12 Right Angle Male for Sensor Pipe,"8-pin, A-coding, THR",https://www.erni.com/fileadmin/_processed_/7/e/csm_IM0011944_ed052f5063.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,8,THR,Yes,,,Male,A,100,IEC 61076-2-101,Angled,,Front mount,Tape and reel,,,,Yes,Yes,"1, 2, 3, 4, 5, 6, 7, 8",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0009055.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0009077.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225522
Part-No. 474329-E,M12 Vertical Male DI,"4-pin, SMT",https://www.erni.com/fileadmin/_processed_/1/d/csm_IM0011798_7327cd68fe.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,4,SMT,,4.8 A,,Male,,100,IEC 61076-2-101,9 mm,,"M12, male",Tape and reel with cap 75 pcs,,,,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0008684.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0008685.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/474329
Part-No. 394339-E,M12 Vertical Male DI,"4-pin, SMT",https://www.erni.com/fileadmin/_processed_/1/d/csm_IM0011798_7327cd68fe.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,4,SMT,,4.8 A,,Male,,100,IEC 61076-2-101,9 mm,,"M12, male",Tray 50 pcs,,,,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0006677.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0006678.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0006679.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/394339
Part-No. 225459-E,M12 Right Angle Male for Sensor Pipe,"5-pin, A-coding, THR",https://www.erni.com/fileadmin/_processed_/8/9/csm_IM0011937_257d6c399c.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,5,THR,Yes,,,Male,A,100,IEC 61076-2-101,Angled,,"Front mount, snap-in",Tape and reel,,,,No,Yes,"1, 2, 3, 4, 5",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0008488.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0008489.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225459
Part-No. 225518-E,M12 Right Angle Male for Sensor Pipe,"5-pin, A-coding, THR",https://www.erni.com/fileadmin/_processed_/a/9/csm_IM0011940_67e8823cbb.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,5,THR,Yes,4.8 A,,Male,A,100,IEC 61076-2-101,Angled,,Front mount,Tape and reel,,,,Yes,Yes,"1, 2, 3, 4, 5",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007827.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0010933.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225518
Part-No. 225291-E,M12 Right Angle Male for Sensor Pipe,"8-pin, A-coding, THR",https://www.erni.com/fileadmin/_processed_/2/5/csm_IM0011928_30ceb275d5.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,8,THR,Yes,,,Male,A,100,IEC 61076-2-101,Angled,,Front mount,Tape and reel,,,,No,No,"1, 2, 3, 4, 5, 6, 7, 8",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0009055.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0009074.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225291
Part-No. 394337-E,M12 Vertical Male DI,"5-pin, SMT",https://www.erni.com/fileadmin/_processed_/f/2/csm_IM0011966_535ac3fc5c.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,5,SMT,,4.8 A,,Male,,100,IEC 61076-2-101,9 mm,,"M12, male",Tray 50 pcs,,,,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0006681.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0006680.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0006682.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/394337
Part-No.,M12 Vertical Male DI,"5-pin, SMT",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,5,SMT,,4.8 A,,Male,,100,IEC 61076-2-101,9 mm,,"M12, male",Tape and reel with cap 75 pcs,,,,No,,,,,,,https://www.erni.com,https://www.erni.com,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/484981
Part-No. 494981-E,M12 Vertical Male DI,"5-pin, SMT",https://www.erni.com/fileadmin/_processed_/d/a/csm_IM0012399_0975b9dc0d.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,5,SMT,,4.8 A,,Male,,100,IEC 61076-2-101,9 mm,,"M12, male",Tape and reel with cap 75 pcs,,,,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0006681.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0006680.ZIP,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/494981
Part-No. 225269-E,M12 Right Angle Male DI,"5-pin, THR",https://www.erni.com/fileadmin/_processed_/4/2/csm_IM0011778_1ef33167de.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,5,THR,No,4.8 A,,Male,,100,IEC 61076-2-101,Angled,,Rear mount,Tape and reel,,,,Yes,Yes,"1, 2, 3, 4, 5",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0011352.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0011351.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007872.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225269
Part-No. 225268-E,M12 Right Angle Male DI,"5-pin, THR",https://www.erni.com/fileadmin/_processed_/9/0/csm_IM0011777_06e5eecd3f.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,5,THR,No,4.8 A,,Male,,100,IEC 61076-2-101,Angled,,Rear mount,Tape and reel,,,,No,Yes,"1, 2, 3, 4, 5v (Pin 5 EMLB)",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0011352.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0011351.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007871.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225268
Part-No. 235042-E,M12 Right Angle Male DI,"4-pin, THR",https://www.erni.com/fileadmin/_processed_/4/b/csm_IM0011948_43c5ebd061.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,4,THR,Yes,4.8 A,,Male,,100,IEC 61076-2-101,Angled,,Rear mount,Tape and reel,,,,No,Yes,"1, 2, 3, 4",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0011354.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0011353.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0010636.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/235042
Part-No. 225297-E,M12 Right Angle Male DI,"8-pin, THR",https://www.erni.com/fileadmin/_processed_/7/a/csm_IM0011783_277f99e147.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,8,THR,No,,,Male,,100,IEC 61076-2-101,Angled,,Rear mount,Tape and reel,,,,No,Yes,"1, 2, 3, 4, 5, 6, 7, 8",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0011348.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0011349.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0009083.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225297
Part-No. 225266-E,M12 Right Angle Male DI,"5-pin, THR",https://www.erni.com/fileadmin/_processed_/e/b/csm_IM0011775_cea8c5db72.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,5,THR,No,4.8 A,,Male,,100,IEC 61076-2-101,Angled,,Rear mount,Tape and reel,,,,No,Yes,"1, 2, 3, 4, 5",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0011352.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0011351.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007869.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225266
Part-No. 364777-E,M12 Vertical Male DI,"8-pin, SMT",https://www.erni.com/fileadmin/_processed_/5/d/csm_IM0011793_c6dec0ec3f.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,8,SMT,,,,Male,,100,IEC 61076-2-101,9 mm,,"M12, male",Tray 50 pcs,,,,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005924.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005925.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000744.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/364777
Part-No. 474331-E,M12 Vertical Male DI,"5-pin, SMT",https://www.erni.com/fileadmin/_processed_/f/2/csm_IM0011966_535ac3fc5c.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,5,SMT,,4.8 A,,Male,,100,IEC 61076-2-101,9 mm,,"M12, male",Tape and reel with cap 75 pcs,,,,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0008686.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0011234.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0008687.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/474331
Part-No. 225270-E,M12 Right Angle Male DI,"4-pin, THR",https://www.erni.com/fileadmin/_processed_/8/1/csm_IM0011779_c2986069d4.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,4,THR,No,4.8 A,,Male,,100,IEC 61076-2-101,Angled,,Rear mount,Tape and reel,,,,Yes,Yes,"1, 2, 3, 4",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0011354.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0011353.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007873.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225270
Part-No. 225267-E,M12 Right Angle Male DI,"4-pin, THR",https://www.erni.com/fileadmin/_processed_/8/9/csm_IM0011776_7c96380141.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,4,THR,No,4.8 A,,Male,,100,IEC 61076-2-101,Angled,,Rear mount,Tape and reel,,,,No,Yes,"1, 2, 3, 4",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0011354.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0011353.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007870.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225267
Part-No. 515632-E,M12 Vertical Male DI,"8-pin, SMT",https://www.erni.com/fileadmin/_processed_/3/9/csm_IM0012377_d6a88221a0.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,8,SMT,,,,Male,,100,IEC 61076-2-101,9 mm,,"M12, male",Tape and reel with cap  pcs,,,,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005924.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005925.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011090.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/515632
Part-No. 354003-E,M12 Counternut,M14x1,https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, ,",M12 Accessoires,,,,,,,Male,,,IEC 61076-2-101,,,Counternut M14x1,Bulk,,,,No,No,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005668.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005665.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000748.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/354003
Part-No. 225298-E,M12 Right Angle Male DI,"8-pin, THR",https://www.erni.com/fileadmin/_processed_/c/4/csm_IM0011784_09ed842a13.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,8,THR,No,,,Male,,100,IEC 61076-2-101,Angled,,Rear mount,Tape and reel,,,,Yes,Yes,"1, 2, 3, 4, 5, 6, 7, 8",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0011348.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0011349.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0009084.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225298
Part-No. 834899-E,M12 O-Ring,"for M12 metall shell, 14x1",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, ,",M12 Accessoires,,,,,,,,,,IEC 61076-2-101,,,"O-Ring for M12 metall shell, 14x1",Bulk 100 pcs,,,,No,No,,NBR,black,,,https://www.erni.com,https://www.erni.com,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/834899
Part-No. 835299-E,M12 O-Ring,"for M12 male connectors DI, 7x1.5",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0011976_d2e2a5e00d.png,"I/O Connectors, ,",M12 Accessoires,,,,,,,,,,IEC 61076-2-101,,,"O-Ring for M12 male connectors DI, 7x1.5",Bulk 100 pcs,,,,No,No,,FKM,green,,,https://www.erni.com,https://www.erni.com,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/835299
Part-No. 835243-E,M12 O-Ring,"for M12 male connectors DI, 7x1.5",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, ,",M12 Accessoires,,,,,,,,,,IEC 61076-2-101,,,"O-Ring for M12 male connectors DI, 7x1.5",Bulk 100 pcs,,,,No,No,,NBR,black,,,https://www.erni.com,https://www.erni.com,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/835243
Part-No. 225361-E,M12 Metall Shell,for M12 angled male connectors,https://www.erni.com/fileadmin/_processed_/7/e/csm_IM0011785_50186ca069.png,"I/O Connectors, ,",M12 Accessoires,,,,,,,Male,,,IEC 61076-2-101,Angled,,Metal shell for M12 angled male connectors,Bulk,,,,No,No,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007876.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0008290.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/225361
