Event,Fight,Bet,BetOnline,BetOnline Move,Bovada,Bovada Move,Pinnacle,Pinnacle Move,Betway,Betway Move,MyBookie,MyBookie Move,BetUS,BetUS Move,SXBet,SXBet Move,Jazz,Jazz Move,Cloudbet,Cloudbet Move,Unibet,Unibet Move,DraftKings,DraftKings Move,FanDuel,FanDuel Move,BetAnySports,BetAnySports Move
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Over 2.5 rounds,-200,0,-205,0,,,-200,0,-220,0,-200,0,-203,0,-199,0,-204,0,,,-210,0,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Under 2.5 rounds,160,0,155,0,,,150,0,160,0,165,0,161,0,161,0,165,0,,,160,0,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Fight goes the distance,-180,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Fight ends inside distance,150,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Gatto wins inside distance,215,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Gatto doesn't win inside distance,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Dudakova wins inside distance,500,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Dudakova doesn't win inside distance,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Gatto wins by decision,160,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Gatto doesn't win by decision,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Dudakova wins by decision,200,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Dudakova doesn't win by decision,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Gatto wins by TKO/KO,700,-1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Gatto doesn't win by TKO/KO,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Dudakova wins by TKO/KO,1200,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Dudakova doesn't win by TKO/KO,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Gatto wins by submission,400,1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Gatto doesn't win by submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Dudakova wins by submission,750,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Dudakova doesn't win by submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Gatto wins in round 1,500,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Gatto doesn't win in round 1,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Dudakova wins in round 1,1200,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Dudakova doesn't win in round 1,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Gatto wins in round 2,700,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Gatto doesn't win in round 2,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Dudakova wins in round 2,1600,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Dudakova doesn't win in round 2,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Gatto wins in round 3,1000,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Gatto doesn't win in round 3,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Dudakova wins in round 3,2000,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Dudakova doesn't win in round 3,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova","Gatto wins in round 1 - KO, TKO or DQ",1400,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova","Gatto doesn't win in round 1 - KO, TKO or DQ",,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova","Dudakova wins in round 1 - KO, TKO or DQ",2500,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova","Dudakova doesn't win in round 1 - KO, TKO or DQ",,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova","Gatto wins in round 2 - KO, TKO or DQ",1700,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova","Gatto doesn't win in round 2 - KO, TKO or DQ",,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova","Dudakova wins in round 2 - KO, TKO or DQ",3300,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova","Dudakova doesn't win in round 2 - KO, TKO or DQ",,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova","Gatto wins in round 3 - KO, TKO or DQ",2200,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova","Gatto doesn't win in round 3 - KO, TKO or DQ",,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova","Dudakova wins in round 3 - KO, TKO or DQ",4500,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova","Dudakova doesn't win in round 3 - KO, TKO or DQ",,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Gatto wins in round 1 - Submission,900,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Gatto doesn't win in round 1 - Submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Dudakova wins in round 1 - Submission,1800,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Dudakova doesn't win in round 1 - Submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Gatto wins in round 2 - Submission,1100,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Gatto doesn't win in round 2 - Submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Dudakova wins in round 2 - Submission,2500,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Dudakova doesn't win in round 2 - Submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Gatto wins in round 3 - Submission,1500,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Gatto doesn't win in round 3 - Submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Dudakova wins in round 3 - Submission,3000,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Dudakova doesn't win in round 3 - Submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Melissa Gatto (scorecards = no action),-275,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Melissa Gatto , Viktoriya Dudakova",Viktoriya Dudakova (scorecards = no action),215,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Virna Jandiroba,170,1,161,1,168,1,150,-1,150,1,165,1,165,1,163,1,171,1,143,-1,170,1,150,0,155,-1
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Lupita Godinez,-200,-1,-195,-1,-198,-1,-188,1,-200,-1,-200,-1,-184,1,-201,-1,-193,-1,-180,1,-205,-1,-194,0,-195,1
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Fight ends in a Draw,6600,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Fight doesn't end in a Draw,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Over 2.5 rounds,-270,0,-275,1,,,-275,0,-290,1,-270,0,-260,0,-264,0,-263,0,,,-270,0,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Under 2.5 rounds,210,0,200,-1,,,200,0,195,-1,215,0,203,0,210,0,208,0,,,200,0,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Fight goes the distance,-250,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Fight ends inside distance,195,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Jandiroba wins inside distance,285,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Jandiroba doesn't win inside distance,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Godinez wins inside distance,550,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Godinez doesn't win inside distance,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Jandiroba wins by decision,400,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Jandiroba doesn't win by decision,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Godinez wins by decision,-150,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Godinez doesn't win by decision,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Jandiroba wins by TKO/KO,1100,1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Jandiroba doesn't win by TKO/KO,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Godinez wins by TKO/KO,900,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Godinez doesn't win by TKO/KO,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Jandiroba wins by submission,450,-1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Jandiroba doesn't win by submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Godinez wins by submission,1200,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Godinez doesn't win by submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Jandiroba wins in round 1,650,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Jandiroba doesn't win in round 1,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Godinez wins in round 1,1400,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Godinez doesn't win in round 1,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Jandiroba wins in round 2,800,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Jandiroba doesn't win in round 2,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Godinez wins in round 2,1800,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Godinez doesn't win in round 2,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Jandiroba wins in round 3,1100,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Jandiroba doesn't win in round 3,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Godinez wins in round 3,2500,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Godinez doesn't win in round 3,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez","Jandiroba wins in round 1 - KO, TKO or DQ",2200,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez","Jandiroba doesn't win in round 1 - KO, TKO or DQ",,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez","Godinez wins in round 1 - KO, TKO or DQ",2200,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez","Godinez doesn't win in round 1 - KO, TKO or DQ",,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez","Jandiroba wins in round 2 - KO, TKO or DQ",2800,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez","Jandiroba doesn't win in round 2 - KO, TKO or DQ",,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez","Godinez wins in round 2 - KO, TKO or DQ",2800,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez","Godinez doesn't win in round 2 - KO, TKO or DQ",,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez","Jandiroba wins in round 3 - KO, TKO or DQ",4000,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez","Jandiroba doesn't win in round 3 - KO, TKO or DQ",,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez","Godinez wins in round 3 - KO, TKO or DQ",3500,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez","Godinez doesn't win in round 3 - KO, TKO or DQ",,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Jandiroba wins in round 1 - Submission,900,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Jandiroba doesn't win in round 1 - Submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Godinez wins in round 1 - Submission,2500,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Godinez doesn't win in round 1 - Submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Jandiroba wins in round 2 - Submission,1100,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Jandiroba doesn't win in round 2 - Submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Godinez wins in round 2 - Submission,3300,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Godinez doesn't win in round 2 - Submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Jandiroba wins in round 3 - Submission,1500,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Jandiroba doesn't win in round 3 - Submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Godinez wins in round 3 - Submission,4500,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Godinez doesn't win in round 3 - Submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Virna Jandiroba (scorecards = no action),-225,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Virna Jandiroba , Lupita Godinez",Lupita Godinez (scorecards = no action),185,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Nursultan Ruziboev,-250,1,-275,-1,-274,1,-275,-1,-270,1,-245,1,-260,1,-258,1,-265,1,-278,1,-265,1,-320,1,-245,1
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Sedriques Dumas,210,-1,212,-1,225,-1,210,1,185,-1,205,-1,231,1,206,-1,228,-1,215,-1,215,-1,235,-1,180,-1
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Fight ends in a Draw,6600,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Fight doesn't end in a Draw,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Over 1.5 rounds,105,1,105,1,,,105,1,105,1,105,1,107,1,107,1,106,1,,,105,1,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Under 1.5 rounds,-135,-1,-135,-1,,,-138,-1,-135,-1,-135,-1,-133,-1,-129,-1,-130,-1,,,-135,-1,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Fight goes the distance,400,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Fight ends inside distance,-600,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Ruziboev wins inside distance,-210,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Ruziboev doesn't win inside distance,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Dumas wins inside distance,300,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Dumas doesn't win inside distance,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Ruziboev wins by decision,750,1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Ruziboev doesn't win by decision,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Dumas wins by decision,650,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Dumas doesn't win by decision,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Ruziboev wins by TKO/KO,255,1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Ruziboev doesn't win by TKO/KO,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Dumas wins by TKO/KO,500,1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Dumas doesn't win by TKO/KO,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Ruziboev wins by submission,115,-1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Ruziboev doesn't win by submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Dumas wins by submission,1200,1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Dumas doesn't win by submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Ruziboev wins in round 1,110,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Ruziboev doesn't win in round 1,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Dumas wins in round 1,700,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Dumas doesn't win in round 1,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Nursultan Ruziboev , Sedriques Dumas",Ruziboev wins in round 2,400,0,,,,,,,,,,,,,,,,,,,,,,,,
