Name,Item#,Brand,Price ($),Details,Features,More Information,No of Reviews,Reviews
Wire Extender Only (for Shampoo-Aide Shampoo Tray) - Each,179 0095,Ableware,$10.60,"Accessory for Shampoo-Aide Tray. For extra sink depth, this easy to attach wire extender gives up to 6"" (15.2 cm) extra length to hold tray slope angle in place. Shampoo Tray not included.","Extra length to hold tray slope angle in place,Accessory for Shampoo-Aide Tray,Easy to attach wire extender gives up to 6""","Brand Name,Ableware,Manufacturer Number,764322001",,Be the first to review this product
Mabis DMI Shower Chair with Backrest - Shower & Bath Bench with Handrails,179 0039,Mabis DMI,$142.50,"Allegro Medical presents the Shower Chair with Backrest. This sturdy DMI® shower chair will provide welcome relief if you have trouble standing or worries about falling in the shower. Shower with confidence knowing you have a stable place to sit. This bath chair will make showering easier and safer for people with disabilities, older people or those recovering from surgery or injuries. The chair’s frame is made from aluminum which is incredibly strong yet lightweight. The shower chair weighs only 13 pounds yet can support up to 350 pounds. The textured seat has drain holes so water won’t build up. And the suction cup rubber tips are slip resistant, giving the chair firm footing on wet surfaces.,Features,Seat has a textured, non-slip surface and drain holes to protect against water buildup.,Lightweight, aluminum frame makes it easy to lift and carry.,Arms provide additional safety; back rest (removable) gives support.,Slip-resistant, suction cup rubber tips give the chair firm footing on wet surfaces.,Drain holes in seat and back protect against water buildup.,Seat height adjusts from 16 to 20 inches in 1 inch increments.,Seat width: 19 inches; seat depth: 13 inches,Legs measure 19.5 inches across and 20.5 inches from front to back.,Total dimensions: 21 x 21 x 32 inches,Weight: 13 pounds,Weight capacity: 350 pounds,Easy no tool assembly,Contains latex","Durable, lightweight aluminum frame,Blow-molded plastic seat and backrest with textured, non-slip surface,Arms provide additional support and safety","Brand Name,Mabis DMI,Manufacturer Number,522-1733-1900",3,
Drive Medical Deluxe Bariatric Shower Chair with Cross Frame Brace,178 5014,Drive Medical,$119.74,"Drive Medical Deluxe Bariatric Shower Chair with Cross Frame Brace,Frame has width/depth cross braces attached with aircraft-type rivets,Large seat with 16.5"" depth,Seat height adjusts in 1"" increments from 16.5” – 21.5”,Durable, blow-molded plastic bench,Tool-free removable back,Aluminum frame is lightweight, durable and corrosion proof,Drainage holes reduce slipping,Weight Capacity 600 lbs,9lbs,Made using recycled materials",,"Brand Name,Drive Medical,Manufacturer Number,12029-2",,Be the first to review this product
Premium Series Bath Bench with Back and Arms - Each,179 0193,Drive,$70.26,"The Premium Series Bath Bench with Back and Arms, provides comfort and strength in the tub. Drainage holes in bench reduce slipping. The enhanced comfort seat fits all shapes and sizes. The Premium Series Bath Bench with Back and Arms is a great choice for anyone seeking peace of mind when it comes to bathroom safety.,Bath Bench Specifications:,Width: 17"" (outside legs),Seat Width: 21"",Depth: 14"" (outside legs),Seat Depth: 2.25"",Seat Height: 20.5"" (highest),Seat Height: 16"" (lowest),Product Weight: 9lbs,Weight Limit: 350lbs","Tool free removable back, legs and arms,Easy tool free height adjustment,350 lb. Weight Capacity","Brand Name,Drive,Manufacturer Number,RTL12505",,Be the first to review this product
Wire Extender Only (for Shampoo-Aide Shampoo Tray) - Each,179 0095,Ableware,$10.60,"Accessory for Shampoo-Aide Tray. For extra sink depth, this easy to attach wire extender gives up to 6"" (15.2 cm) extra length to hold tray slope angle in place. Shampoo Tray not included.","Extra length to hold tray slope angle in place,Accessory for Shampoo-Aide Tray,Easy to attach wire extender gives up to 6""","Brand Name,Ableware,Manufacturer Number,764322001",,Be the first to review this product
Ableware Inbed Head Wash & Shampooing System,179 0089,Ableware,$137.63,"The Inbed Head Wash System is a plastic, hollow, double-walled basin has a comfortable neck rest and internal collection system for used water. The basin has a drain plug that is opened after shampooing and allows the water to drain into the hollow section between the walls. After the drain plug is tightened, the entire unit can be picked up and carried away to be emptied.,Drain system holds over two gallons (8 liters) of water.
Dimensions: 23 3/4 x 23 3/4 x 6 3/8¨ (60 x 60 x 16 cm). Weighs 6
lb. (2.7 kg).","Plastic, double-walled basin collects used water,Pick up and carry away to empty,Shampoo patient's head in bed,Holds over 2 gallons","Brand Name,Ableware,Manufacturer Number,764271000",4,
Ableware Inbed Head Wash & Shampooing System,179 0089,Ableware,$137.63,"The Inbed Head Wash System is a plastic, hollow, double-walled basin has a comfortable neck rest and internal collection system for used water. The basin has a drain plug that is opened after shampooing and allows the water to drain into the hollow section between the walls. After the drain plug is tightened, the entire unit can be picked up and carried away to be emptied.,Drain system holds over two gallons (8 liters) of water.
Dimensions: 23 3/4 x 23 3/4 x 6 3/8¨ (60 x 60 x 16 cm). Weighs 6
lb. (2.7 kg).","Plastic, double-walled basin collects used water,Pick up and carry away to empty,Shampoo patient's head in bed,Holds over 2 gallons","Brand Name,Ableware,Manufacturer Number,764271000",4,
Bariatric Folding Commode,178 0072,Drive Medical,$210.95,"Bariatric Folding Commode, ,Adjustable bariatric commode,Supports 650lbs,Includes armrests for added comfort,Armrests also assist in sitting, standing, and transfer,Supportive back,Flip op and close lid,Limited lifetime warranty",,"Brand Name,Drive Medical",,Be the first to review this product
Kendall Wings Adult Briefs-2xl-60,098 560863,Wings,52.380000,"The ,Kendall Wings Adult Bariatric Briefs, are specifically designed for special patient/resident needs. The WINGS™ Briefs fastening system features sturdy re-fastenable tape tabs to ensure a secure fit every time. This brief combines super absorbent polymer, blue dryness strip and a breathable top sheet for added comfort, protection and odor control. This product is latex-free and measures: ,XX Large - Waist Size: 60"" - 69"".,Kendall WINGS™ Bariatric Adult Briefs Specifications,Use:,Closure Style:,Protection Level:,Sex:,Age:,Protection Type:,Bariatric:,General Usage:","Super-absorbent polymer for maximum protection,Blue strip wetness indicator,Bariatric brief for obese patients","Brand Name,Wings,Manufacturer Number,67093",,Be the first to review this product
"No Skidd Bath and Shower Mat, 40 Inches - Blue - Each",179 585955 01,Mabis DMI,$4.65,"AllegroMedical.com presents The DMI® Extra-Long Non-Slip Suction Cup Bath and Shower Mat.,When placed on a smooth, flat tub or shower floor, this extra-long suction cup bath mat can reduce your risk of falling in the bath. Slip resistant suction cups anchor the mat to tub surface when applied properly according to the directions. To use, apply to a clean tub. Lightly wet the tub and place the mat in the center. Press firmly to anchor suction cups. Fill the tub and carefully step onto the mat in several places to ensure it's anchored. As with any suction cup product, test its adherence to the tub each time you use it. The mat works on smooth tub surfaces. It may not adhere well to tubs with non-slip surfaces.,Features,:,This extra-long non-slip bath and shower mat could reduce the risk of falls in the bathtub or shower.,Suction cups anchor the mat to the tub or shower floor on flat, smooth surfaces. Be sure to test its adherence to the floor before each use. ,Provides cushioned comfort for sitting or standing. Drain holes help prevent water buildup.,White vinyl resists dirt, mildew, fading and peeling. ,Size: 16 x 40 inches,Blue,Vinyl","This extra-long non-slip bath and shower mat could reduce the risk of falls in the bathtub or shower.,Suction cups anchor the mat to the tub or shower floor on flat, smooth surfaces. Be sure to test its adherence to the floor before each use. ,Provides cushioned comfort for sitting or standing. Drain holes help prevent water buildup.","Brand Name,Mabis DMI,Manufacturer Number,523-1740-0100",,Be the first to review this product
McKesson Heavy-Duty Bariatric Steel Rollator 34,776 586651,Mckesson by Drive,170.100000,"McKesson Heavy-Duty Bariatric Steel Rollator, Blue,Exceptionally strong, blue steel frame construction safely supports bariatric users up to 400 lbs. Ergonomically-designed orthotic handles are easy-to-grip, reduce hand pressure and are adjustable to accommodate users' height and preferences. Oversized padded seat and backrest are made of strong polyurethane material for durability, have a contoured design for ergonomic comfort, and provide cut and split resistance to prevent rubbing and irritation. Special, deluxe loop-lock system, made of internal aluminum casting for easy-use and safety, operates like a bicycle hand brake to slow down or temporarily stop and easily lock into stationary position by pushing handle into down-position. Seat folds up to conveniently access the spacious vinyl carry pouch below the seat for transporting personal items with added privacy and security.,Self-threading knob allows easy, tool-free handle height adjustment,Hinged padded backrest can be folded up, down or removed.,Swiveling, 8-inch caster wheels with soft-grip tires are non-marking and add stability and control for indoor and outdoor use.,Not Made with Natural Rubber Latex,Dimensions:
,Base – 23” D x 19” W,Frame Diameter – 1”,Height – 34” – 39”,Inside Grip Width – 22”,Weight Capacity – 400 lbs.,
",,"Brand Name,Mckesson by Drive,Manufacturer Number,146-10216BL-1, 146-10216RD-1",,Be the first to review this product
Vinyl-Padded Bathtub Transfer Benches - With Cut-Out And Commode Pail,179 573224 01,Carex,$189.05,"AllegroMedical.com presents The Vinyl-Padded Bathtub Transfer Benches offered from Carex Health Brands. The deluxe padding used with these benches provides a comfortable bath. The padded seat and back are made of thick vinyl that resists tearing. The seat height is adjustable and the convenient side rail provides support for easy transfer. Comes standard with oversized tips for a more secure, slip-resistant bench.,Features:,Seat height adjustment: 18"" to 22"" in 1"" increments.,Tip size: 1-1/8"".,Overall dimensions: 28-3/4"" W x 22-1/4"" D x 30"" H.,Weight capacity: 300 lbs.",,"Brand Name,Carex Health Brands,Manufacturer Number,B152-11",,Be the first to review this product
Bariatric Folding Commode,178 0072,Drive Medical,$210.95,"Bariatric Folding Commode, ,Adjustable bariatric commode,Supports 650lbs,Includes armrests for added comfort,Armrests also assist in sitting, standing, and transfer,Supportive back,Flip op and close lid,Limited lifetime warranty",,"Brand Name,Drive Medical",,Be the first to review this product
Kendall Wings Adult Briefs-2xl-60,098 560863,Wings,52.380000,"The ,Kendall Wings Adult Bariatric Briefs, are specifically designed for special patient/resident needs. The WINGS™ Briefs fastening system features sturdy re-fastenable tape tabs to ensure a secure fit every time. This brief combines super absorbent polymer, blue dryness strip and a breathable top sheet for added comfort, protection and odor control. This product is latex-free and measures: ,XX Large - Waist Size: 60"" - 69"".,Kendall WINGS™ Bariatric Adult Briefs Specifications,Use:,Closure Style:,Protection Level:,Sex:,Age:,Protection Type:,Bariatric:,General Usage:","Super-absorbent polymer for maximum protection,Blue strip wetness indicator,Bariatric brief for obese patients","Brand Name,Wings,Manufacturer Number,67093",,Be the first to review this product
"No Skidd Bath and Shower Mat, 40 Inches - Blue - Each",179 585955 01,Mabis DMI,$4.65,"AllegroMedical.com presents The DMI® Extra-Long Non-Slip Suction Cup Bath and Shower Mat.,When placed on a smooth, flat tub or shower floor, this extra-long suction cup bath mat can reduce your risk of falling in the bath. Slip resistant suction cups anchor the mat to tub surface when applied properly according to the directions. To use, apply to a clean tub. Lightly wet the tub and place the mat in the center. Press firmly to anchor suction cups. Fill the tub and carefully step onto the mat in several places to ensure it's anchored. As with any suction cup product, test its adherence to the tub each time you use it. The mat works on smooth tub surfaces. It may not adhere well to tubs with non-slip surfaces.,Features,:,This extra-long non-slip bath and shower mat could reduce the risk of falls in the bathtub or shower.,Suction cups anchor the mat to the tub or shower floor on flat, smooth surfaces. Be sure to test its adherence to the floor before each use. ,Provides cushioned comfort for sitting or standing. Drain holes help prevent water buildup.,White vinyl resists dirt, mildew, fading and peeling. ,Size: 16 x 40 inches,Blue,Vinyl","This extra-long non-slip bath and shower mat could reduce the risk of falls in the bathtub or shower.,Suction cups anchor the mat to the tub or shower floor on flat, smooth surfaces. Be sure to test its adherence to the floor before each use. ,Provides cushioned comfort for sitting or standing. Drain holes help prevent water buildup.","Brand Name,Mabis DMI,Manufacturer Number,523-1740-0100",,Be the first to review this product
McKesson Heavy-Duty Bariatric Steel Rollator 34,776 586651,Mckesson by Drive,170.300000,"McKesson Heavy-Duty Bariatric Steel Rollator, Blue,Exceptionally strong, blue steel frame construction safely supports bariatric users up to 400 lbs. Ergonomically-designed orthotic handles are easy-to-grip, reduce hand pressure and are adjustable to accommodate users' height and preferences. Oversized padded seat and backrest are made of strong polyurethane material for durability, have a contoured design for ergonomic comfort, and provide cut and split resistance to prevent rubbing and irritation. Special, deluxe loop-lock system, made of internal aluminum casting for easy-use and safety, operates like a bicycle hand brake to slow down or temporarily stop and easily lock into stationary position by pushing handle into down-position. Seat folds up to conveniently access the spacious vinyl carry pouch below the seat for transporting personal items with added privacy and security.,Self-threading knob allows easy, tool-free handle height adjustment,Hinged padded backrest can be folded up, down or removed.,Swiveling, 8-inch caster wheels with soft-grip tires are non-marking and add stability and control for indoor and outdoor use.,Not Made with Natural Rubber Latex,Dimensions:
,Base – 23” D x 19” W,Frame Diameter – 1”,Height – 34” – 39”,Inside Grip Width – 22”,Weight Capacity – 400 lbs.,
",,"Brand Name,Mckesson by Drive,Manufacturer Number,146-10216BL-1, 146-10216RD-1",,Be the first to review this product
McKesson Heavy-Duty Bariatric Steel Rollator 34,776 586651,Mckesson by Drive,170.300000,"McKesson Heavy-Duty Bariatric Steel Rollator, Blue,Exceptionally strong, blue steel frame construction safely supports bariatric users up to 400 lbs. Ergonomically-designed orthotic handles are easy-to-grip, reduce hand pressure and are adjustable to accommodate users' height and preferences. Oversized padded seat and backrest are made of strong polyurethane material for durability, have a contoured design for ergonomic comfort, and provide cut and split resistance to prevent rubbing and irritation. Special, deluxe loop-lock system, made of internal aluminum casting for easy-use and safety, operates like a bicycle hand brake to slow down or temporarily stop and easily lock into stationary position by pushing handle into down-position. Seat folds up to conveniently access the spacious vinyl carry pouch below the seat for transporting personal items with added privacy and security.,Self-threading knob allows easy, tool-free handle height adjustment,Hinged padded backrest can be folded up, down or removed.,Swiveling, 8-inch caster wheels with soft-grip tires are non-marking and add stability and control for indoor and outdoor use.,Not Made with Natural Rubber Latex,Dimensions:
,Base – 23” D x 19” W,Frame Diameter – 1”,Height – 34” – 39”,Inside Grip Width – 22”,Weight Capacity – 400 lbs.,
",,"Brand Name,Mckesson by Drive,Manufacturer Number,146-10216BL-1, 146-10216RD-1",,Be the first to review this product
Vinyl-Padded Bathtub Transfer Benches - With Cut-Out And Commode Pail,179 573224 01,Carex,$189.05,"AllegroMedical.com presents The Vinyl-Padded Bathtub Transfer Benches offered from Carex Health Brands. The deluxe padding used with these benches provides a comfortable bath. The padded seat and back are made of thick vinyl that resists tearing. The seat height is adjustable and the convenient side rail provides support for easy transfer. Comes standard with oversized tips for a more secure, slip-resistant bench.,Features:,Seat height adjustment: 18"" to 22"" in 1"" increments.,Tip size: 1-1/8"".,Overall dimensions: 28-3/4"" W x 22-1/4"" D x 30"" H.,Weight capacity: 300 lbs.",,"Brand Name,Carex Health Brands,Manufacturer Number,B152-11",,Be the first to review this product
Folding Universal Sliding Transfer Bench - Folding Universal Sliding Transfer Bench,179 6020,Drive,$212.60,"AllegroMedical.com presents The Folding Universal Sliding Transfer Bench. The new Folding Universal Sliding Transfer Bench from Drive Medical offers your customers an easy way to transfer in and out of the tub. The bench slides left and right along the frame, and comes equipped with a seat belt for added safety.,Features and Benefits,Standard removable soap dish,Seat belt for added safety,Transfer Bench slides left and right along frame for easy entry into and out of tub,Folds flat for transport and storage,Comes with safety net under seat to prevent the dropping of soap, shampoo, etc,Product Specifications,Seat (Width): 22.5"",Seat (Depth): 18.5"",Height: 16-22"",Product Weight Capacity: 300 lbs,Warranty: Limited Lifetime",,"Brand Name,Drive,Manufacturer Number,rtl12075",,Be the first to review this product
"Reclining Bath Chair, Accessory, 9 Inch Leg Extension - Reclining Bath Chair, Accessory, 9 Inch Leg Extension",179 569997 00,Columbia,$386.69,"AllegroMedical.com presents The Reclining Bath Chair, Accessory, 9 Inch Leg Extension. Bath bench products and bathing furniture facilitates use of the tub and shower.,PVC legs that raise the bath chair height by 11 inches. Fits all PVC bath chairs.",,"Brand Name,Columbia,Manufacturer Number,45-2205",,Be the first to review this product
Folding Universal Sliding Transfer Bench - Folding Universal Sliding Transfer Bench,179 6020,Drive,$212.60,"AllegroMedical.com presents The Folding Universal Sliding Transfer Bench. The new Folding Universal Sliding Transfer Bench from Drive Medical offers your customers an easy way to transfer in and out of the tub. The bench slides left and right along the frame, and comes equipped with a seat belt for added safety.,Features and Benefits,Standard removable soap dish,Seat belt for added safety,Transfer Bench slides left and right along frame for easy entry into and out of tub,Folds flat for transport and storage,Comes with safety net under seat to prevent the dropping of soap, shampoo, etc,Product Specifications,Seat (Width): 22.5"",Seat (Depth): 18.5"",Height: 16-22"",Product Weight Capacity: 300 lbs,Warranty: Limited Lifetime",,"Brand Name,Drive,Manufacturer Number,rtl12075",,Be the first to review this product
"Reclining Bath Chair, Accessory, 9 Inch Leg Extension - Reclining Bath Chair, Accessory, 9 Inch Leg Extension",179 569997 00,Columbia,$386.69,"AllegroMedical.com presents The Reclining Bath Chair, Accessory, 9 Inch Leg Extension. Bath bench products and bathing furniture facilitates use of the tub and shower.,PVC legs that raise the bath chair height by 11 inches. Fits all PVC bath chairs.",,"Brand Name,Columbia,Manufacturer Number,45-2205",,Be the first to review this product
Ableware Suppository Inserter - Each,178 0084,Ableware,$11.16,"The ,Ableware Suppository Inserter, simplifies bowel care of quadriplegics and other people with paralysis.,Made of smooth plastic with a plastic collar, the inserter reduces
shock normally experienced from cold metal devices. The mounting of
the inserter is made of aluminum, hand adjustable and
fitted with a hook-and-loop closure strap.,Overall length is 7 inches (18 cm),Weight is 3 oz,Inserter Tip:
,1/2 inches(1.3 cm) diameter x 2 1/2 inches(6.4 cm) long,Hollow area 3/8 inches (.95 cm) x 7/10 inches (1.8 cm) for the suppository,Click Here to See Our,; Our Best Selling Suppositories at Allegro!","Simplifies bowel care,Made of smooth plastic,Hook-and-loop closure strap,Works great with the Magic Bullet Suppository","Brand Name,Ableware,Manufacturer Number,725140000,Body Part,Knee",4,
Ableware Anus Stimulator - Each,178 0083,Ableware,$88.39,"The ,Anus Stimulator, was designed for people with spinal cord injuries or other paralyzing conditions who must maintain regular bowel functions by direct
mechanical stimulation.,The Anus Stimulator is more sanitary and effective than manual
stimulation, and can be used by people with a weakened grasp. The
probe is plastic, which reduces shock normally experienced from
cold metal. The collar to control the depth of the probe is
attached to a universal cuff that can be adjusted to any size adult
hand. May be washed in hot water and chemically sterilized.,Overall length is 8"" (20 cm). Weight is 3 oz. (143 gm). The probe
is 1/2"" (1.3 cm) diameter x 3-1/2"" (9 cm) long.","More effective than manual stimulation,May be washed in hot water and chemically sterilized,Designed for people with spinal cord injuries,Especially useful for people with weakened grasp","Brand Name,Ableware,Manufacturer Number,725120000",3,
hook-and-loop fastener(s) Strap Accessory for The Freedom Wand - Hook-and-loop fastener(s) Strap,178 0120,Freedom Wand,$5.43,"The Freedom Wand is a sanitary, easy to use, multipurpose, portable, personal toilet tissue aid. The hook-and-loop fastener(s) Strap is an optional accessory for the Freedom Wand that secures the wand to your hand. The Freedom Wand hook-and-loop fastener(s) Strap is great for people with limited hand movement, quadriplegics and spinal cord injuries. Handle not included.,Important Note:, this page does not include the ,Freedom Wand, (sold separately).","Easy to use, multipurpose, portable, personal toilet aid,Designed for personal hygiene for anyone with limited mobility,Accessories work exclusively with Freedom Wand","Brand Name,Freedom Wand,Manufacturer Number,1FW1005",,Be the first to review this product
Ableware Suppository Inserter - Each,178 0084,Ableware,$11.16,"The ,Ableware Suppository Inserter, simplifies bowel care of quadriplegics and other people with paralysis.,Made of smooth plastic with a plastic collar, the inserter reduces
shock normally experienced from cold metal devices. The mounting of
the inserter is made of aluminum, hand adjustable and
fitted with a hook-and-loop closure strap.,Overall length is 7 inches (18 cm),Weight is 3 oz,Inserter Tip:
,1/2 inches(1.3 cm) diameter x 2 1/2 inches(6.4 cm) long,Hollow area 3/8 inches (.95 cm) x 7/10 inches (1.8 cm) for the suppository,Click Here to See Our,; Our Best Selling Suppositories at Allegro!","Simplifies bowel care,Made of smooth plastic,Hook-and-loop closure strap,Works great with the Magic Bullet Suppository","Brand Name,Ableware,Manufacturer Number,725140000,Body Part,Knee",4,
Ableware Anus Stimulator - Each,178 0083,Ableware,$88.39,"The ,Anus Stimulator, was designed for people with spinal cord injuries or other paralyzing conditions who must maintain regular bowel functions by direct
mechanical stimulation.,The Anus Stimulator is more sanitary and effective than manual
stimulation, and can be used by people with a weakened grasp. The
probe is plastic, which reduces shock normally experienced from
cold metal. The collar to control the depth of the probe is
attached to a universal cuff that can be adjusted to any size adult
hand. May be washed in hot water and chemically sterilized.,Overall length is 8"" (20 cm). Weight is 3 oz. (143 gm). The probe
is 1/2"" (1.3 cm) diameter x 3-1/2"" (9 cm) long.","More effective than manual stimulation,May be washed in hot water and chemically sterilized,Designed for people with spinal cord injuries,Especially useful for people with weakened grasp","Brand Name,Ableware,Manufacturer Number,725120000",3,
hook-and-loop fastener(s) Strap Accessory for The Freedom Wand - Hook-and-loop fastener(s) Strap,178 0120,Freedom Wand,$5.43,"The Freedom Wand is a sanitary, easy to use, multipurpose, portable, personal toilet tissue aid. The hook-and-loop fastener(s) Strap is an optional accessory for the Freedom Wand that secures the wand to your hand. The Freedom Wand hook-and-loop fastener(s) Strap is great for people with limited hand movement, quadriplegics and spinal cord injuries. Handle not included.,Important Note:, this page does not include the ,Freedom Wand, (sold separately).","Easy to use, multipurpose, portable, personal toilet aid,Designed for personal hygiene for anyone with limited mobility,Accessories work exclusively with Freedom Wand","Brand Name,Freedom Wand,Manufacturer Number,1FW1005",,Be the first to review this product
Invacare Commode Pan Square White - Each,178 5809,Invacare,$48.93,"The Invacare Splash Commode Pan is treated to resist the growth of mold, mildew, and bacteria. This pan is used when the commode is placed at the bedside.,Length: 16 3/4"",Width: 10"",Length Inside: 14"" / Width Inside: 9""","Now with, Microban antimicrobial product protection,Commode Pan","Brand Name,Invacare,Manufacturer Number,13245X000",,Be the first to review this product
"Sunmark Wall Grab Bar, 16"" - Chrome 16L Inch - Box of 1",179 573889 02,Sunmark,$13.68,"AllegroMedical.com presents The Sunmark Wall Grab Bar, 16"". sunmark Wall Grab Bar. 16 inch Chrome. Enhances safety when using shower, bathtub or toilet. Knurled finish helps provide a sure grip. Can be mounted horizontally, vertically or diagonally. Not made with natural rubber latex. Packaged: 1 Per Box, 3 Boxes Per Case. ","16 inch Chrome.,Enhances safety when using shower, bathtub or toilet.,Knurled finish helps provide a sure grip.,Can be mounted horizontally, vertically or diagonally.","Brand Name,Sunmark,Manufacturer Number,129-7290",,Be the first to review this product
Bath Mat - White - Beige,179 575669 01,Carex,$15.17,"AllegroMedical.com presents The Bath Mat - White. This Bath Mat provides a slip-resistant, safe surface while showering or bathing. It features hundreds of suction cups to secure the bath mat to the bottom of the tub. Hundreds of suction cups secure the bath mat to the bath or shower floor for a slip resistant surface. Full size measures 16"" wide x 28"" long.","This Bath Mat provides a slip-resistant, safe surface while showering or bathing., It features hundreds of suction cups to secure the bath mat to the bottom of the tub.,Hundreds of suction cups secure the bath mat to the bath or shower floor for a slip resistant surface.,Full size measures 16"" wide x 28"" long.","Brand Name,Carex Health Brands,Manufacturer Number,FGB21600 0000",,Be the first to review this product
Invacare Commode Pan Square White - Each,178 5809,Invacare,$48.93,"The Invacare Splash Commode Pan is treated to resist the growth of mold, mildew, and bacteria. This pan is used when the commode is placed at the bedside.,Length: 16 3/4"",Width: 10"",Length Inside: 14"" / Width Inside: 9""","Now with, Microban antimicrobial product protection,Commode Pan","Brand Name,Invacare,Manufacturer Number,13245X000",,Be the first to review this product
"Sunmark Wall Grab Bar, 16"" - Chrome 16L Inch - Box of 1",179 573889 02,Sunmark,$13.68,"AllegroMedical.com presents The Sunmark Wall Grab Bar, 16"". sunmark Wall Grab Bar. 16 inch Chrome. Enhances safety when using shower, bathtub or toilet. Knurled finish helps provide a sure grip. Can be mounted horizontally, vertically or diagonally. Not made with natural rubber latex. Packaged: 1 Per Box, 3 Boxes Per Case. ","16 inch Chrome.,Enhances safety when using shower, bathtub or toilet.,Knurled finish helps provide a sure grip.,Can be mounted horizontally, vertically or diagonally.","Brand Name,Sunmark,Manufacturer Number,129-7290",,Be the first to review this product
Bath Mat - White - Beige,179 575669 01,Carex,$15.17,"AllegroMedical.com presents The Bath Mat - White. This Bath Mat provides a slip-resistant, safe surface while showering or bathing. It features hundreds of suction cups to secure the bath mat to the bottom of the tub. Hundreds of suction cups secure the bath mat to the bath or shower floor for a slip resistant surface. Full size measures 16"" wide x 28"" long.","This Bath Mat provides a slip-resistant, safe surface while showering or bathing., It features hundreds of suction cups to secure the bath mat to the bottom of the tub.,Hundreds of suction cups secure the bath mat to the bath or shower floor for a slip resistant surface.,Full size measures 16"" wide x 28"" long.","Brand Name,Carex Health Brands,Manufacturer Number,FGB21600 0000",,Be the first to review this product
Steel Folding Frame Commode - Each,178 573984 01,Drive,$71.36,"AllegroMedical.com presents The Steel Folding Frame Commode. Using the bathroom shouldn't be a difficult chore. If reduced mobility makes getting to the bathroom a challenge, a home care commode can be a necessity. The Folding Steel Commode from Drive Medical can be easily setup in any room of the house for ultimate convenience. In addition, it can be used without the bucket and placed over an existing toilet as a secure, raised toilet seat for those who have difficulty bending to sit on a standard toilet. The Folding Steel Commode also makes a great toilet frame offering assistance when sitting on, or standing up from, the toilet. The durable, easy-to-clean unit features simple snap-button assembly that allows the commode to be disassembled for storage or transport. Easy push button height adjustment places the seat at the ideal level for you. The 7.5 quart commode bucket includes a convenient carrying handle, a cover and a splash shield. The commode also features plastic armrests for extra comfort and superior grip.,Features and Benefits,Easy, tool-free snap-button assembly,Easily opens and folds for storage and transportation,Durable plastic snap-on seat and lid,Powder-coated steel-welded construction,Plastic arms for added comfort,Includes 7.5 qt commode bucket with carry handle, cover, and splash shield,Product Weight Capacity: 350 lbs,Warranty: Limited Lifetime,Model # rtl11158kdr","Easy, tool-free snap-button assembly,Easily opens and folds for storage and transportation,Durable plastic snap-on seat and lid,Powder-coated steel-welded construction,Plastic arms for added comfort,Includes 7.5 qt commode bucket with carry handle, cover, and splash shield,Product Weight Capacity: 350 lbs","Brand Name,Drive,Manufacturer Number,RTL11158KDR",,Be the first to review this product
"Raised Toilet Seat with Arms and Lock - 5""",178 573235 01,Cardinal Health,$54.52,"AllegroMedical.com presents The Raised Toilet Seat with Arms and Lock. Safely raises toilet seat by 5"" to help reduce the need to bend. Front locking bracket safely secures seat to most toilets bowls. Lightweight plastic contoured seat can be used with or without armrests for lateral transfers. ,Features:,Features padded rust-resistant aluminum armrests for extra security 1-year warranty Latex-free Width between arms: 15-1/2"" Seat size: 17"" x 16"" Weight: 6 lbs. Weight Capacity: 300 lbs.",,"Brand Name,Cardinal Health,Manufacturer Number,RTS01",,Be the first to review this product
Arm Support toilet Safety - Each,178 585953 01,Mabis DMI,$61.59,"AllegroMedical.com presents The DMI® Toilet Safety Arms Support These DMI Toilet Safety Rails will make it easier to sit down and get up from the toilet. They're excellent for seniors or those recovering from hip, leg or knee surgery or injuries. The strong, yet lightweight, aluminum support arms will help you gain leverage so you can stand up or sit down more easily. The plastic armrests add to comfort. Enjoy easy tool-free assembly! Simply attach to your toilet using the existing toilet seat hinge bolts. The Safety Rails can support up to 250 pounds,Features,:,Provides support for lowering to and rising from the toilet seat,Attaches with existing toilet seat hinge bolts,Plastic molded armrests,Anondized, aluminum tubing,White/Silver,Plastic","Provides support for lowering to and rising from the toilet seat,Attaches with existing toilet seat hinge bolts,Plastic molded armrests","Brand Name,Mabis DMI,Manufacturer Number,802-1810-9601",,Be the first to review this product
