Year,Make,Model,Trim,Drive
2023,Porsche,Taycan,GTS,AWD
2023,Porsche,Taycan,Turbo S,AWD
2023,Porsche,Taycan,Turbo,AWD
2023,Porsche,Taycan,GTS Sport Turismo,AWD
2023,Porsche,Taycan,Base,RWD
2023,Porsche,Taycan,4S Cross Turismo,AWD
2023,GMC,Yukon XL,SLT,RWD
2023,GMC,Yukon XL,SLT,4WD
2023,Porsche,Taycan,4S,AWD
2023,GMC,Yukon XL,Denali,RWD
2023,GMC,Yukon XL,Denali,4WD
2023,GMC,Yukon XL,SLE,4WD
2023,GMC,Yukon XL,SLE,RWD
2023,Porsche,Taycan,4 Cross Turismo,AWD
2023,GMC,Yukon XL,Denali Ultimate,RWD
2023,GMC,Yukon XL,Denali Ultimate,4WD
2023,GMC,Yukon XL,AT4,4WD
2023,GMC,Sierra 2500 HD,SLE,RWD
2023,GMC,Sierra 2500 HD,SLE,4WD
2023,GMC,Sierra 2500 HD,AT4,4WD
2023,GMC,Hummer EV Pickup,Base,4WD
2023,GMC,Sierra 2500 HD,Pro,RWD
2023,GMC,Sierra 2500 HD,Pro,4WD
2023,GMC,Hummer EV Pickup,3X,4WD
2023,GMC,Sierra 2500 HD,Denali,4WD
2023,GMC,Savana 3500,LT,RWD
2023,GMC,Savana 3500,Base,RWD
2023,GMC,Canyon,Elevation,RWD
2023,GMC,Canyon,Elevation,4WD
2023,GMC,Canyon,AT4X,4WD
2023,Porsche,Cayenne,Turbo S E-Hybrid,AWD
2023,GMC,Sierra 3500 HD Dually,Denali,4WD
2023,GMC,Sierra 3500 HD Dually,Pro,4WD
2023,GMC,Sierra 3500 HD Dually,Pro,RWD
2023,Porsche,Cayenne,Turbo S E-Hybrid Coupe,AWD
2023,GMC,Canyon,Denali,4WD
2023,Porsche,Cayenne,S,AWD
2023,Porsche,Cayenne,Turbo GT Coupe,AWD
2023,Porsche,Cayenne,E-Hybrid Platinum Edition,AWD
2023,Porsche,Cayenne,Coupe Platinum Edition,AWD
2023,Porsche,Cayenne,S Coupe Platinum Edition,AWD
2023,Porsche,Cayenne,Turbo,AWD
2023,Porsche,Cayenne,E-Hybrid Coupe,AWD
2023,Porsche,Cayenne,Base,AWD
2023,Porsche,Cayenne,E-Hybrid Coupe Platinum Edition,AWD
2023,Porsche,Cayenne,Turbo Coupe,AWD
2023,Porsche,Cayenne,Platinum Edition,AWD
2023,Porsche,Cayenne,GTS Coupe,AWD
2023,Porsche,Cayenne,E-Hybrid,AWD
2023,Porsche,Panamera,Turbo S Sport Turismo,AWD
2023,Porsche,Cayenne,S Platinum Edition,AWD
2023,Porsche,Panamera,Turbo S E-Hybrid Sport Turismo,AWD
2023,Porsche,Panamera,Turbo S Executive,AWD
2023,Porsche,Panamera,Turbo S E-Hybrid Executive,AWD
2023,Porsche,Panamera,Turbo S,AWD
2023,Porsche,Panamera,Platinum Edition,RWD
2023,Porsche,Panamera,GTS Sport Turismo,AWD
2023,Porsche,Panamera,GTS,AWD
2023,Porsche,Panamera,Turbo S E-Hybrid,AWD
2023,Porsche,Panamera,Base,RWD
2023,Porsche,Panamera,4S Sport Turismo,AWD
2023,Porsche,Panamera,4S Executive,AWD
2023,Porsche,Panamera,4S,AWD
2023,Porsche,Panamera,4S E-Hybrid,AWD
2023,Porsche,Panamera,4S E-Hybrid Sport Turismo,AWD
2023,Porsche,Panamera,4S E-Hybrid Executive,AWD
2023,Porsche,Panamera,4 Sport Turismo,AWD
2023,Porsche,Panamera,4 Platinum Edition,AWD
2023,Porsche,Panamera,4 Executive,AWD
2023,Porsche,Panamera,4 E-Hybrid Sport Turismo,AWD
2023,Porsche,Panamera,4 E-Hybrid Platinum Edition,AWD
2023,Porsche,Panamera,4 E-Hybrid,AWD
2023,Porsche,Panamera,4 E-Hybrid Executive,AWD
2023,Porsche,Panamera,4,AWD
2023,Porsche,Macan,GTS,AWD
2023,Porsche,718 Boxster,T,RWD
2023,Porsche,718 Boxster,S,RWD
2023,Porsche,718 Cayman,T,RWD
2023,Porsche,718 Boxster,Base,RWD
2023,Porsche,718 Cayman,GT4 RS,RWD
2023,Porsche,718 Cayman,GTS 4.0,RWD
2023,Porsche,718 Cayman,GT4,RWD
2023,Porsche,718 Cayman,Base,RWD
2023,GMC,Sierra 3500 HD,SLT,RWD
2023,GMC,Sierra 3500 HD,SLT,4WD
2023,GMC,Sierra 1500,Denali Ultimate,4WD
2023,Rolls-Royce,Ghost,Black Badge,RWD
2023,GMC,Sierra 3500 HD,SLE,RWD
2023,GMC,Sierra 3500 HD,SLE,4WD
2023,Rolls-Royce,Phantom,EWB,RWD
2023,BMW,430i xDrive,Base,AWD
2023,Rolls-Royce,Phantom,Platino,RWD
2023,BMW,X3,xDrive30i,AWD
2023,Aston Martin,DBX707,Base,AWD
2023,Aston Martin,Vantage,F1 Edition,RWD
2023,Aston Martin,DBS,Volante,RWD
2023,Aston Martin,DBS,Base,RWD
2023,BMW,530i xDrive,Base,AWD
2023,BMW,530e xDrive,Base,AWD
2023,BMW,330e,Base,RWD
2023,Aston Martin,Vantage,V12,RWD
2023,Aston Martin,DB11,Base,RWD
2023,Aston Martin,DB11,Volante,RWD
2023,Aston Martin,Vantage,Base,RWD
2023,Aston Martin,DBX,Base,AWD
2023,BMW,X3,M Competition,AWD
2023,BMW,X3,M,AWD
2023,BMW,X3,M40i,AWD
2023,BMW,X3,sDrive30i,RWD
2023,BMW,M4,Competition xDrive,AWD
2023,BMW,M4,CSL,RWD
2023,BMW,M4,Base,RWD
2023,Rolls-Royce,Ghost,EWB,RWD
2023,Rolls-Royce,Ghost,Base,RWD
2023,Rolls-Royce,Phantom,Base,RWD
2023,Rolls-Royce,Cullinan,Black Badge,AWD
2023,BMW,M4,Competition,RWD
2023,Rolls-Royce,Cullinan,Base,AWD
2023,GMC,Sierra 3500 HD,AT4,4WD
2023,GMC,Sierra 3500 HD,Denali,4WD
2023,GMC,Sierra 3500 HD,Pro,RWD
2023,GMC,Sierra 3500 HD,Pro,4WD
2023,GMC,Sierra 1500,Elevation,RWD
2023,GMC,Sierra 1500,Elevation,4WD
2023,GMC,Sierra 1500,AT4,4WD
2023,GMC,Sierra 1500,Pro,RWD
2023,GMC,Sierra 1500,Pro,4WD
2023,GMC,Sierra 1500,AT4X,4WD
2023,GMC,Sierra 1500,SLE,RWD
2023,GMC,Sierra 1500,SLE,4WD
2023,GMC,Sierra 1500,SLT,RWD
2023,GMC,Sierra 1500,SLT,4WD
2023,GMC,Sierra 1500,Denali,RWD
2023,GMC,Sierra 1500,Denali,4WD
2023,BMW,M850i xDrive Gran Coupe,Base,AWD
2023,BMW,M8,Competition,AWD
2023,BMW,Z4,M40i,RWD
2023,BMW,540i,Base,RWD
2023,BMW,Z4,sDrive30i,RWD
2023,BMW,M440i xDrive,Base,AWD
2023,BMW,M440i Gran Coupe,Base,RWD
2023,BMW,M340i xDrive,Base,AWD
2023,BMW,i4,M50,AWD
2023,BMW,i4,eDrive35,RWD
2023,BMW,M5,Competition,AWD
2023,BMW,M5,Base,AWD
2023,BMW,430i xDrive Gran Coupe,Base,AWD
2023,BMW,M2,Base,RWD
2023,BMW,X1,xDrive28i,AWD
2023,BMW,M3,Competition xDrive,AWD
2023,BMW,X5,xDrive45e,AWD
2023,BMW,M3,Competition,RWD
2023,BMW,X5,M50i,AWD
2023,BMW,X5,M,AWD
2023,BMW,X5,M Competition,AWD
2023,BMW,M3,Base,RWD
2023,BMW,X5,sDrive40i,RWD
2023,BMW,X6,xDrive40i,AWD
2023,BMW,X6,M50i,AWD
2023,BMW,X6,M Competition,AWD
2023,BMW,X5,xDrive40i,AWD
2023,BMW,X6,M,AWD
2023,BMW,i4,eDrive40,RWD
2023,BMW,M440i,Base,RWD
2023,BMW,i4,M50 xDrive,AWD
2023,BMW,840i Gran Coupe,Base,RWD
2023,BMW,530i,Base,RWD
2023,BMW,M8 Gran Coupe,Competition,AWD
2023,BMW,Alpina B8 Gran Coupe,xDrive,AWD
2023,BMW,XM,Base,AWD
2023,BMW,760i xDrive,Base,AWD
2023,BMW,M240i xDrive,Base,AWD
2023,BMW,M235i xDrive Gran Coupe,Base,AWD
2023,BMW,840i,Base,RWD
2023,BMW,840i xDrive Gran Coupe,Base,AWD
2023,BMW,430i Gran Coupe,Base,RWD
2023,BMW,M850i xDrive,Base,AWD
2023,BMW,230i,Base,RWD
2023,BMW,X7,xDrive40i,AWD
2023,BMW,740i,Base,RWD
2023,BMW,228i Gran Coupe,Base,FWD
2023,BMW,430i,Base,RWD
2023,BMW,X7,M60i,AWD
2023,BMW,X4,M,AWD
2023,BMW,X4,M Competition,AWD
2023,BMW,X4,M40i,AWD
2023,BMW,X4,xDrive30i,AWD
2023,BMW,330i,Base,RWD
2023,BMW,M440i xDrive Gran Coupe,Base,AWD
2023,BMW,X2,xDrive28i,AWD
2023,BMW,M240i,Base,RWD
2023,BMW,iX,M60,AWD
2023,BMW,230i xDrive,Base,AWD
2023,BMW,330i xDrive,Base,AWD
2023,BMW,i7,xDrive60,AWD
2023,BMW,330e xDrive,Base,AWD
2023,BMW,530e,Base,RWD
2023,BMW,iX,xDrive50,AWD
2023,BMW,M340i,Base,RWD
2023,BMW,Alpina XB7,Base,AWD
2023,BMW,X2,sDrive28i,FWD
2023,BMW,228i xDrive Gran Coupe,Base,AWD
2023,Buick,Encore GX,Select,FWD
2023,Buick,Encore GX,Select,AWD
2023,Buick,Encore GX,Essence,FWD
2023,Buick,Encore GX,Essence,AWD
2023,Buick,Encore GX,Preferred,FWD
2023,Buick,Encore GX,Preferred,AWD
2023,Buick,Enclave,Essence,4WD
2023,Buick,Enclave,Essence,FWD
2023,Buick,Enclave,Premium,4WD
2023,Buick,Enclave,Premium,FWD
2023,BMW,840i xDrive,Base,AWD
2023,Buick,Enclave,Avenir,FWD
2023,Buick,Enclave,Avenir,4WD
2023,Buick,Envision,Preferred,FWD
2023,Buick,Envision,Preferred,AWD
2023,Buick,Envision,Essence,AWD
2023,Buick,Envision,Essence,FWD
2023,Buick,Envision,Avenir,FWD
2023,Buick,Envision,Avenir,AWD
2023,Porsche,Cayenne,Coupe,AWD
2023,BMW,X2,M35i,AWD
2023,Cadillac,LYRIQ,Luxury,AWD
2023,Cadillac,CT5,Luxury,RWD
2023,Cadillac,CT5,Luxury,AWD
2023,Cadillac,CT5,V Blackwing,RWD
2023,Cadillac,Escalade ESV,V,AWD
2023,Cadillac,Escalade,V,AWD
2023,Cadillac,Escalade,Sport Platinum,4WD
2023,Cadillac,Escalade,Sport Platinum,RWD
2023,Cadillac,Escalade ESV,Sport Platinum,4WD
2023,Cadillac,Escalade ESV,Sport Platinum,RWD
2023,Cadillac,Escalade,Premium Luxury Platinum,RWD
2023,Cadillac,Escalade,Premium Luxury Platinum,4WD
2023,Subaru,Impreza,Sport,AWD
2023,Subaru,BRZ,Premium,RWD
2023,Subaru,Crosstrek,Touring,AWD
2023,Subaru,BRZ,Sport-tech,RWD
2023,Subaru,Forester,Wilderness,AWD
2023,Tesla,S,Base,AWD
2023,Subaru,Crosstrek,Sport,AWD
2023,Subaru,Crosstrek,Hybrid Limited,AWD
2023,Tesla,3,Performance,AWD
2023,Tesla,3,Base,RWD
2023,Tesla,X,Base,AWD
2023,Tesla,3,Long Range,AWD
2023,Tesla,S,Plaid,AWD
2023,Subaru,Forester,Premier,AWD
2023,Tesla,X,Plaid,AWD
2023,Subaru,Forester,Sport,AWD
2023,Subaru,Forester,Convenience,AWD
2023,Subaru,Forester,Limited,AWD
2023,Subaru,Forester,Premium,AWD
2023,Subaru,Forester,Base,AWD
2023,Subaru,Outback,Touring,AWD
2023,Subaru,Outback,Touring XT,AWD
2023,Subaru,Outback,Base,AWD
2023,Subaru,Forester,Touring,AWD
2023,Subaru,Outback,Limited XT,AWD
2023,Subaru,Outback,Onyx Edition,AWD
2023,Subaru,Outback,Premier XT,AWD
2023,Subaru,Outback,Wilderness,AWD
2023,Subaru,Outback,Convenience,AWD
2023,Subaru,Outback,Limited,AWD
2023,Subaru,Outback,Premium,AWD
2023,Subaru,Crosstrek,Convenience,AWD
2023,Subaru,Outback,Onyx Edition XT,AWD
2023,Subaru,Crosstrek,Limited,AWD
2023,Subaru,Crosstrek,Outdoor,AWD
2023,Subaru,Crosstrek,Premium,AWD
2023,Subaru,Crosstrek,Hybrid,AWD
2023,Subaru,Ascent,Convenience,AWD
2023,Subaru,Crosstrek,Base,AWD
2023,Subaru,Ascent,Premier,AWD
2023,Subaru,Ascent,Onyx Edition Limited,AWD
2023,Subaru,Ascent,Limited,AWD
2023,Subaru,Ascent,Premium,AWD
2023,Subaru,Ascent,Touring,AWD
2023,Subaru,Ascent,Onyx Edition,AWD
2023,Subaru,BRZ,Limited,RWD
2023,Subaru,Ascent,Base,AWD
2023,Cadillac,CT4,V Blackwing,RWD
2023,Subaru,BRZ,Base,RWD
2023,Cadillac,CT4,Luxury,RWD
2023,Cadillac,CT4,Luxury,AWD
2023,Cadillac,CT4,Sport,AWD
2023,Cadillac,CT4,Sport,RWD
2023,Cadillac,CT4,Premium Luxury,AWD
2023,Cadillac,CT4,Premium Luxury,RWD
2023,Cadillac,CT4,V,RWD
2023,Cadillac,CT4,V,AWD
2023,Subaru,Impreza,Convenience,AWD
2023,Subaru,Impreza,Touring,AWD
2023,Subaru,Impreza,Limited,AWD
2023,Subaru,Impreza,Base,AWD
2023,Subaru,Impreza,Sport-tech,AWD
2023,Subaru,Solterra,Touring,AWD
2023,Subaru,Impreza,Premium,AWD
2023,Subaru,Legacy,Sport,AWD
2023,Subaru,Solterra,Limited,AWD
2023,Subaru,Solterra,Base,AWD
2023,Subaru,Legacy,GT,AWD
2023,Subaru,Legacy,Limited,AWD
2023,Subaru,Solterra,Premium,AWD
2023,Subaru,Legacy,Premium,AWD
2023,Subaru,Legacy,Touring XT,AWD
2023,Subaru,Legacy,Base,AWD
2023,Cadillac,Escalade,Luxury,RWD
2023,Cadillac,Escalade,Luxury,4WD
2023,Subaru,Legacy,Touring,AWD
2023,Cadillac,Escalade,Premium Luxury,RWD
2023,Cadillac,Escalade,Premium Luxury,4WD
2023,Cadillac,Escalade ESV,Premium Luxury,4WD
2023,Cadillac,Escalade ESV,Premium Luxury,RWD
2023,Cadillac,Escalade ESV,Luxury,4WD
2023,Cadillac,Escalade ESV,Luxury,RWD
2023,Cadillac,Escalade ESV,Premium Luxury Platinum,4WD
2023,Cadillac,Escalade ESV,Premium Luxury Platinum,RWD
2023,Cadillac,Escalade ESV,Sport,RWD
2023,Cadillac,Escalade ESV,Sport,4WD
2023,Cadillac,Escalade,Sport,RWD
2023,Cadillac,Escalade,Sport,4WD
2023,Cadillac,CT5,Sport,AWD
2023,Cadillac,CT5,Sport,RWD
2023,Cadillac,CT5,Premium Luxury,RWD
2023,Cadillac,CT5,Premium Luxury,AWD
2023,Cadillac,CT5,V,RWD
2023,Cadillac,CT5,V,AWD
2023,Cadillac,XT4,Luxury,4WD
2023,Cadillac,XT4,Luxury,FWD
2023,Cadillac,XT4,Premium Luxury,FWD
2023,Cadillac,XT4,Premium Luxury,4WD
2023,Cadillac,XT4,Sport,FWD
2023,Cadillac,XT4,Sport,4WD
2023,Tesla,Y,Long Range,AWD
2023,Land Rover,Defender 110,V8,AWD
2023,Land Rover,Range Rover Velar,HST,AWD
2023,Land Rover,Range Rover Evoque,SE,AWD
2023,Land Rover,Range Rover Velar,S,AWD
2023,Land Rover,Range Rover,SV,AWD
2023,Land Rover,Defender 90,V8,AWD
2023,Tesla,Y,Performance,AWD
2023,Land Rover,Defender 90,X-Dynamic S,AWD
2023,Land Rover,Discovery,Metropolitan Edition,AWD
2023,Honda,Accord,Hybrid Touring,FWD
2023,Land Rover,Discovery,S,AWD
2023,Honda,Accord,Hybrid Sport-L,FWD
2023,Land Rover,Discovery,R-Dynamic HSE,AWD
2023,Honda,Odyssey,Sport,FWD
2023,Honda,Accord,LX,FWD
2023,Honda,Odyssey,EX,FWD
2023,Honda,CR-V,Hybrid Sport Touring,AWD
2023,Honda,CR-V,EX,FWD
2023,Honda,CR-V,EX,AWD
2023,Honda,CR-V,Sport,AWD
2023,Honda,CR-V,Hybrid Touring,AWD
2023,Honda,CR-V,LX,AWD
2023,Honda,CR-V,LX,FWD
2023,Honda,CR-V,Hybrid Sport,FWD
2023,Honda,CR-V,Hybrid Sport,AWD
2023,Honda,Odyssey,Touring,FWD
2023,Honda,CR-V,EX-L,FWD
2023,Honda,CR-V,EX-L,AWD
2023,Honda,Odyssey,EX-L,FWD
2023,Honda,Odyssey,Black Edition,FWD
2023,Honda,Ridgeline,RTL-E,AWD
2023,Honda,Ridgeline,Touring,AWD
2023,Honda,Ridgeline,EX-L,AWD
2023,Honda,Odyssey,Elite,FWD
2023,Honda,Ridgeline,Sport,AWD
2023,Honda,Ridgeline,RTL,AWD
2023,Honda,Ridgeline,Black Edition,AWD
2023,Honda,Pilot,Sport,FWD
2023,Honda,Pilot,Sport,AWD
2023,Honda,Pilot,LX,FWD
2023,Honda,Pilot,LX,AWD
2023,Honda,Pilot,Touring,FWD
2023,Honda,Pilot,Touring,AWD
2023,Honda,Pilot,Elite,AWD
2023,Honda,Pilot,Black Edition,AWD
2023,Honda,Pilot,TrailSport,AWD
2023,Honda,Pilot,EX-L,FWD
2023,Honda,Pilot,EX-L,AWD
2023,Honda,Accord,Hybrid EX-L,FWD
2023,Honda,Accord,EX,FWD
2023,Land Rover,Range Rover Sport,SE Dynamic,AWD
2023,Land Rover,Range Rover Sport,SE,AWD
2023,Land Rover,Range Rover Sport,Dynamic SE,AWD
2023,Land Rover,Range Rover Sport,Dynamic HSE,AWD
2023,Land Rover,Range Rover Sport,First Edition,AWD
2023,Land Rover,Range Rover Sport,Dynamic S,AWD
2023,Land Rover,Range Rover Sport,Autobiography,AWD
2023,Honda,Accord,Hybrid Sport,FWD
2023,Dodge,Challenger,SRT Hellcat Jailbreak,RWD
2023,Dodge,Challenger,GT,RWD
2023,Dodge,Challenger,GT,AWD
2023,Dodge,Challenger,SRT Hellcat Widebody Jailbreak,RWD
2023,Dodge,Challenger,SRT Hellcat Redeye Jailbreak,RWD
2023,Dodge,Challenger,SRT Demon 170,RWD
2023,Dodge,Challenger,SXT,RWD
2023,Dodge,Challenger,SXT,AWD
2023,Dodge,Challenger,SRT Hellcat Redeye Widebody Jailbreak,RWD
2023,Dodge,Challenger,Scat Pack 392,RWD
2023,Dodge,Challenger,SRT Super Stock,RWD
2023,Dodge,Challenger,Scat Pack 392 Widebody,RWD
2023,Land Rover,Defender 130,X,AWD
2023,Land Rover,Defender 130,S,AWD
2023,Land Rover,Defender 130,X-Dynamic SE,AWD
2023,Land Rover,Discovery Sport,SE,AWD
2023,Land Rover,Defender 130,First Edition,AWD
2023,Land Rover,Defender 130,SE,AWD
2023,Land Rover,Discovery,R-Dynamic S,AWD
2023,Land Rover,Discovery Sport,S,AWD
2023,Land Rover,Defender 90,V8 Carpathian Edition,AWD
2023,Land Rover,Discovery Sport,R-Dynamic SE,AWD
2023,Land Rover,Discovery Sport,R-Dynamic HSE,AWD
2023,Land Rover,Defender 90,X-Dynamic SE,AWD
2023,Land Rover,Defender 90,X,AWD
2023,Land Rover,Defender 90,SE,AWD
2023,Land Rover,Discovery Sport,R-Dynamic S,AWD
2023,Land Rover,Defender 90,Base,AWD
2023,Land Rover,Defender 90,S,AWD
2023,Land Rover,Defender 110,SE,AWD
2023,Land Rover,Defender 110,S,AWD
2023,Land Rover,Defender 110,V8 Carpathian Edition,AWD
2023,Land Rover,Defender 110,X-Dynamic SE,AWD
2023,Land Rover,Defender 110,X,AWD
2023,Land Rover,Defender 110,Base,AWD
2023,Land Rover,Defender 110,30th Anniversary Edition,AWD
2023,Land Rover,Range Rover,Autobiography,AWD
2023,Land Rover,Range Rover,First Edition,AWD
2023,Land Rover,Range Rover Evoque,S,AWD
2023,Land Rover,Range Rover,SE,AWD
2023,Land Rover,Range Rover Velar,R-Dynamic S,AWD
2023,Land Rover,Range Rover Evoque,R-Dynamic S,AWD
2023,Land Rover,Range Rover Evoque,R-Dynamic SE,AWD
2023,Land Rover,Range Rover Evoque,Bronze Collection,AWD
2023,Tesla,Y,Base,RWD
2023,Land Rover,Range Rover Evoque,HST,AWD
2023,Mazda,CX-9,GT,AWD
2023,Mazda,CX-9,Signature,AWD
2023,Mazda,CX-9,Touring Plus,AWD
2023,Mazda,3 Sport,GT,FWD
2023,Mazda,3 Sport,GT,AWD
2023,Mazda,CX-5,Signature,AWD
2023,Mazda,MX-30 EV,Premium Plus,FWD
2023,Mazda,MX-30 EV,GT,FWD
2023,Mazda,3,Select,FWD
2023,Mazda,3,Select,AWD
2023,Mazda,3,GT,FWD
2023,Mazda,3,GT,AWD
2023,Mazda,CX-50,GT,AWD
2023,Mazda,CX-50,2.5 Turbo,AWD
2023,Acura,Integra,A-Spec,FWD
2023,Rivian,R1S,Adventure,AWD
2023,Rivian,R1T,Adventure,AWD
2023,Rivian,R1T,Explore,AWD
2023,Volvo,XC90,T8 Recharge Core,AWD
2023,Volvo,XC90,B6 Ultimate,AWD
2023,Hyundai,Palisade,Urban,AWD
2023,Hyundai,Elantra N,Base,FWD
2023,Hyundai,Elantra,Preferred Hybrid,FWD
2023,Hyundai,Kona,Preferred,AWD
2023,Hyundai,Kona,Preferred,FWD
2023,Hyundai,Kona,Limited,FWD
2023,Hyundai,Kona,Limited,AWD
2023,Hyundai,Venue,Ultimate,FWD
2023,Hyundai,Santa Fe,Hybrid SEL Premium,AWD
2023,Hyundai,Venue,Preferred,FWD
2023,Hyundai,Tucson,XRT,AWD
2023,Hyundai,Tucson,XRT,FWD
2023,Hyundai,Sonata,SEL Plus,FWD
2023,Mitsubishi,RVR,GT,4WD
2023,Hyundai,Santa Cruz,Ultimate,AWD
2023,Hyundai,Ioniq 5,SE Standard Range,RWD
2023,Mitsubishi,RVR,SE,4WD
2023,Mitsubishi,RVR,SE,FWD
2023,Mitsubishi,RVR,ES,FWD
2023,Mitsubishi,RVR,ES,4WD
2023,Mitsubishi,Outlander,SEL,FWD
2023,Mitsubishi,Outlander,SEL,AWD
2023,Mitsubishi,RVR,SEL,4WD
2023,Mitsubishi,Outlander,LE,AWD
2023,Mitsubishi,Outlander,ES,FWD
2023,Mitsubishi,Outlander,ES,AWD
2023,Mitsubishi,Outlander,SE,FWD
2023,Mitsubishi,Outlander,SE,AWD
2023,Mitsubishi,Outlander,GT,AWD
2023,Hyundai,Ioniq 6,Limited,RWD
2023,Hyundai,Ioniq 6,Limited,AWD
2023,Hyundai,Ioniq 6,Preferred,RWD
2023,Hyundai,Ioniq 6,Preferred,AWD
2023,Hyundai,Ioniq 6,SE,RWD
2023,Hyundai,Ioniq 6,SE,AWD
2023,Hyundai,Santa Cruz,Preferred,AWD
2023,Hyundai,Ioniq 6,SEL,RWD
2023,Hyundai,Ioniq 6,SEL,AWD
2023,Mitsubishi,RVR,LE,4WD
2023,Hyundai,Santa Cruz,SEL Premium,AWD
2023,Hyundai,Santa Cruz,Limited,AWD
2023,Hyundai,Santa Cruz,SEL,FWD
2023,Hyundai,Santa Cruz,SEL,AWD
2023,Hyundai,Santa Cruz,Night,AWD
2023,Hyundai,Santa Cruz,SE,FWD
2023,Hyundai,Santa Cruz,SE,AWD
2023,Hyundai,Ioniq 5,Preferred Long Range,RWD
2023,Hyundai,Ioniq 5,Preferred Long Range,AWD
2023,Hyundai,Ioniq 5,Limited,RWD
2023,Hyundai,Ioniq 5,Limited,AWD
2023,Hyundai,Ioniq 5,Preferred,AWD
2023,Hyundai,Ioniq 5,Preferred,RWD
2023,Hyundai,Ioniq 5,SEL,RWD
2023,Hyundai,Ioniq 5,SEL,AWD
2023,Hyundai,Ioniq 5,SE,RWD
2023,Hyundai,Ioniq 5,SE,AWD
2023,Hyundai,Tucson,Luxury Plug-In Hybrid,AWD
2023,Hyundai,Tucson,SE,FWD
2023,Hyundai,Tucson,SE,AWD
2023,Hyundai,Tucson,Limited Hybrid,AWD
2023,Hyundai,Tucson,Ultimate Plug-In Hybrid,AWD
2023,Hyundai,Tucson,Limited Plug-In Hybrid,AWD
2023,Hyundai,Tucson,Blue Hybrid,AWD
2023,Hyundai,Tucson,Urban,AWD
2023,Hyundai,Tucson,SEL Convenience Hybrid,AWD
2023,Hyundai,Tucson,Luxury Hybrid,AWD
2023,Hyundai,Tucson,Preferred,AWD
2023,Hyundai,Tucson,Preferred,FWD
2023,Hyundai,Tucson,Essential,AWD
2023,Hyundai,Tucson,Essential,FWD
2023,Hyundai,Tucson,Limited,FWD
2023,Hyundai,Tucson,Limited,AWD
2023,Hyundai,Tucson,N Line,FWD
2023,Hyundai,Tucson,N Line,AWD
2023,Hyundai,Tucson,SEL,FWD
2023,Hyundai,Tucson,SEL,AWD
2023,Hyundai,Tucson,SEL Plug-In Hybrid,AWD
2023,Hyundai,Kona N,Base,FWD
2023,Hyundai,Tucson,Ultimate Hybrid,AWD
2023,Hyundai,Venue,Limited,FWD
2023,Hyundai,Venue,Essential,FWD
2023,Hyundai,Venue,Trend,FWD
2023,Hyundai,Venue,SE,FWD
2023,Hyundai,Venue,SEL,FWD
2023,Hyundai,Santa Fe,Calligraphy,FWD
2023,Hyundai,Santa Fe,Calligraphy,AWD
2023,Hyundai,Santa Fe,Hybrid Luxury,AWD
2023,Hyundai,Santa Fe,Plug-In Hybrid SEL Convenience,AWD
2023,Hyundai,Santa Fe,SE,FWD
2023,Hyundai,Santa Fe,SE,AWD
2023,Hyundai,Santa Fe,Hybrid Blue,AWD
2023,Hyundai,Santa Fe,XRT,FWD
2023,Hyundai,Santa Fe,XRT,AWD
2023,Hyundai,Santa Fe,Plug-In Hybrid Preferred,AWD
2023,Hyundai,Santa Fe,Hybrid Limited,AWD
2023,Hyundai,Santa Fe,Ultimate Calligraphy,AWD
2023,Hyundai,Santa Fe,Plug-In Hybrid Limited,AWD
2023,Hyundai,Santa Fe,Limited,FWD
2023,Hyundai,Santa Fe,Limited,AWD
2023,Hyundai,Santa Fe,Preferred,AWD
2023,Hyundai,Santa Fe,Plug-In Hybrid Luxury,AWD
2023,Hyundai,Kona Electric,Ultimate,FWD
2023,Hyundai,Santa Fe,SEL,AWD
2023,Hyundai,Santa Fe,SEL,FWD
2023,Hyundai,Kona Electric,Limited,FWD
2023,Hyundai,Kona Electric,SEL,FWD
2023,Hyundai,Sonata,Sport,FWD
2023,Hyundai,Kona Electric,Preferred,FWD
2023,Hyundai,Sonata,Hybrid Blue,FWD
2023,Hyundai,Sonata,SEL,FWD
2023,Hyundai,Sonata,SE,FWD
2023,Hyundai,Sonata,Hybrid Limited,FWD
2023,Hyundai,Sonata,Hybrid Ultimate,FWD
2023,Hyundai,Sonata,Hybrid SEL,FWD
2023,Hyundai,Sonata,Preferred,FWD
2023,Hyundai,Sonata,Limited,FWD
2023,Hyundai,Kona,N Line,FWD
2023,Hyundai,Kona,N Line,AWD
2023,Hyundai,Sonata,N Line,FWD
2023,Hyundai,Kona,SE,AWD
2023,Hyundai,Kona,SE,FWD
2023,Hyundai,Kona,SEL,FWD
2023,Hyundai,Kona,SEL,AWD
2023,Hyundai,Elantra,N Line Ultimate,FWD
2023,Hyundai,Elantra,SE,FWD
2023,Hyundai,Kona,Essential,FWD
2023,Hyundai,Kona,Essential,AWD
2023,Hyundai,Elantra,Preferred,FWD
2023,Hyundai,Elantra,Ultimate Hybrid,FWD
2023,Hyundai,Elantra,Limited,FWD
2023,Hyundai,Elantra,N Line,FWD
2023,Hyundai,Elantra,Essential,FWD
2023,Hyundai,Elantra,SEL,FWD
2023,Hyundai,Elantra,Luxury,FWD
2023,Hyundai,Elantra,Limited Hybrid,FWD
2023,Hyundai,Elantra,Blue Hybrid,FWD
