Title,Date,Content,Img_url,Detail_URL
"Do not forget your country-by-country notification before March 31, 2018!",12/03/2018,"<div class=""article-header__content rich-text"">
Belgium  has implemented new Transfer Pricing documentation rules for accounting years beginning on or after 1 January 2016. One of the documentation requirements is the <span style=""text-decoration: underline;"">country-by-country reporting</span>. A country-by-country report must be filed by every multinational group with gross proceeds of at least 750 million on a consolidated basis. In principle it is the ultimate parent company of the group that needs to file the report, but in some cases another group company must be designed. <br>
<br>
According to Belgian tax law, the Belgian group entity must notify the Belgian tax authorities, ultimately the last day of the accounting period concerned, which group entity will file the country-by-country report. For accounting years ended on December 31, 2017, a one-off delay until <span style=""text-decoration: underline;"">March 31, 2018</span> is foreseen. Do not forget this!<br>
<br>
If you have any questions or need our assistance, do not hesitate to <a href=""https://www.crowe.com/be/spark/contact-us"" target=""_blank"" title=""contact us""> contact us.</a><br>
</div>",https://www.crowe.com/be/spark/-/media/crowe/firms/europe/be/vanhuynegem-associates-spark/images/foto-artikel-1.jpg?h=278&iar=0&w=556&rev=c8ed4115c92045b78f1e15662eac9d3d&hash=70F0AE01FFE8F55761CD7FBF3D50317A,https://www.crowe.com/be/spark/insights/country-notification
Lump sum allowance for employees working from home – Fast track application and approval procedure,23/03/2020,"<div class=""article-header__content rich-text"">
<p><span>More and more sectors and companies are introducing compulsory homework as a result of the current Corona (Covid-19) crisis and the measures of the National Security Council. Employers who grant a temporary additional home-work allowance to their employees can now also quickly and efficiently obtain confirmation from the tax authorities that the allowance granted qualifies as an employer expense for tax purposes, exempt from tax in the hands of the employee.</span></p>
<p>To this end, an employer can obtain a straightforward ruling via an accelerated procedure at the Belgian ruling commission. This is a specific, temporary measure that will be introduced to compensate employees for the additional costs incurred whilst working from home during the current Corona (Covid-19) crisis. The compensation must be a lump sum payment of a maximum of EUR 126.94 per month. No distinction must be made between different job categories within the company, but all employees who have to work at home because of the measures against the Covid-19 virus, should receive the same compensation.</p>
<p>When awarding the compensation, employers must observe some ground rules. For example, the employer must submit an application for costs specific to the employer for home work under the government measures for Covid-19, to the ruling committee. Although this may seem cumbersome, the approval procedure takes place under minimal conditions (formal but shortened application, temporary character, no double use,…).</p>
</div>",https://www.crowe.com/be/spark/-/media/crowe/firms/europe/be/vanhuynegem-associates-spark/images/corona---howe-working-allowance.png?h=291&iar=0&w=556&rev=b21f91d38fb540e393cc09229ef146fb&hash=D3A508B3637518C1918EC7F92B189A40,https://www.crowe.com/be/spark/insights/vergoeding-thuiswerk---howe-working-allowance
,,,,
,,,,
,,,,
,,,,
When it is mandatory to appoint a statutory auditor?,13/06/2021,"<div class=""article-header__content rich-text"">
<p style=""margin: 0cm 0cm 8pt;""><span>Everyone knows the criteria for determining whether or not a company is 'large' and therefore, in principle, must appoint a statutory auditor.  But what if a company is part of a group that must or must not consolidate? And what if the company is part of an international group?<br>
What follows is a short summary.<br>
</span></p>
<div> </div>
<h3 style=""margin: 0cm 0cm 10pt;""><span>Stand-alone companies   </span></h3>
<p style=""margin: 0cm 0cm 10pt;""><span>A company is considered to be large and must therefore appoint a statutory auditor if more than one of the following three criteria is exceeded:</span></p>
<ul>
<li style=""margin: 0cm 0cm 10pt;""><span>Annual average workforce: 50 employees</span></li>
<li style=""margin: 0cm 0cm 10pt;""><span>Annual turnover excluding VAT: 9,000,000 euros</span></li>
<li style=""margin: 0cm 0cm 10pt;""><span>Balance sheet total: 4,500,000 euros</span></li>
</ul>
<p style=""margin: 0cm 0cm 10pt;""><span>If more than one of these three criteria is exceeded or no longer exceeded, this only has consequences if this occurs in two consecutive financial years. The consequences will then take effect from the following financial year. </span>Suppose: a company exceeds more than one of the three criteria for the financial years 2019  and 2020, then it will be considered large as from the financial year 2021 and must appoint a statutory auditor.</p>
<div> </div>
<h3 style=""margin: 0cm 0cm 10pt;"">Companies that are part of a Belgian group that is required to consolidate</h3>
<p style=""margin: 0cm 0cm 10pt;""><span>When a company is part of a group of companies that are obliged to consolidate, a statutory auditor must be appointed even if the company concerned is considered small in itself. </span>In Belgium, the consolidation obligation exists for any company that alone or jointly controls one or more subsidiaries or forms a consortium, except:</p>
<ul>
<li style=""margin: 0cm 0cm 10pt;""><span>When the company itself is a subsidiary.</span></li>
<li style=""margin: 0cm 0cm 10pt;""><span>When the company is a parent company that only has subsidiaries of negligible significance.</span></li>
<li style=""margin: 0cm 0cm 10pt;""><span>When the company is part of a group of ‘limited’ size.</span></li>
</ul>
<p style=""margin: 0cm 0cm 10pt;""><span>A group of ‘’limited’ size is then a group that on a consolidated basis does not exceed more than one of the following criteria:</span></p>
<ul>
<li style=""margin: 0cm 0cm 10pt;""><span>Annual average workforce: 250 employees</span></li>
<li style=""margin: 0cm 0cm 10pt;""><span>Annual turnover excluding VAT: 34,000,000 euros</span></li>
<li style=""margin: 0cm 0cm 10pt;""><span>Balance sheet total: 17 million euros</span></li>
</ul>
<p style=""margin: 0cm 0cm 10pt;""><span>These criteria must be verified on the closing date of the consolidating company's financial year. I</span>f more than one of these three criteria is exceeded or no longer exceeded, this only has consequences if this occurs in two consecutive financial years. The consequences will then take effect from the following financial year.</p>
<div> </div>
<h3 style=""margin: 0cm 0cm 10pt;""><span>Companies that are part of an international group that is required to consolidate</span></h3>
<p style=""margin: 0cm 0cm 10pt;""><span>Also when a company is part of an international group of companies that is obliged to consolidate, a statutory auditor must be appointed. In this regard, consideration should be given to the rules on consolidation obligations that apply abroad, which may be stricter than the Belgian ones, so that, the case being, consolidation must be carried out more quickly there than in Belgium.</span></p>
<p style=""margin: 0cm 0cm 10pt;""><span>It is therefore possible that a small Belgian company has to appoint a statutory auditor because of a consolidation obligation abroad.</span></p>
<p style=""margin: 0cm 0cm 10pt;""><span> </span></p>
<h3 style=""margin: 0cm 0cm 10pt;"">Sanctions</h3>
<p style=""margin: 0cm 0cm 10pt;""><span>If a statutory auditor is not appointed, the following sanctions may be imposed:</span></p>
<ul>
<li style=""margin: 0cm 0cm 10pt;""><span></span>Judicial appointment of a statutory auditor: this can be requested by any party that has an interest.</li>
<li style=""margin: 0cm 0cm 10pt;""><span>Nullity of the resolution of the general meeting approving the annual accounts.</span></li>
<li style=""margin: 0cm 0cm 10pt;""><span>Directors' liability for violation of the company law.<br>
</span></li>
</ul>
<div> </div>
<h3 style=""margin: 0cm 0cm 10pt;"">Conclusion</h3>
<p style=""color: #000000; background: white; margin: 0cm 0cm 8pt;""><span>In particular, companies that are part of an international group must ensure that they are aware of the consolidation rules abroad.</span></p>
<p style=""color: #000000; background: white; margin: 0cm 0cm 8pt;""><span> </span></p>
</div>",https://www.crowe.com/be/spark/-/media/crowe/shared/image-library/main-images/left-to-right/ch-asset-173218564_l2r_main.jpg?h=244&iar=0&w=556&rev=-1&hash=D4C148E4981C8FBE13BE9186707DA48E,https://www.crowe.com/be/spark/insights/verplichte-aanstelling-commissaris
,,,,
Relaxation for fee forms 281.50 on the way,23/12/2021,"<div class=""article-header__content rich-text"">
<p>In order to safeguard the deductibility of payments made to certain beneficiaries, companies and self-employed persons are required to report these payments on a form 281.50. These forms must be submitted annually by June 30th for payments made during the previous calendar year.</p>
<h2>Current regulation</h2>
<p>This obligation exists amongst others for the payment or granting of commissions, fees, brokerage fees, trade or other refunds, attendance fees, bonuses, (management) fees or benefits in kind which are taxable professional income for the recipients and which are not subject to the accounting obligations as included in the Code of Economic Law (amongst others the preparation of annual accounts) or for which no invoice has been issued.</p>
<p>Payments to foreign beneficiaries must in any case be mentioned on a form.</p>
<p>However, if the total amount per recipient per year is less than EUR 125.00, no form needs to be drawn up.</p>
<h2>Announced relaxation</h2>
<p>The regulation itself will not change. The obligation to draw up forms 281.50 will remain in full force.</p>
<p>It will only be abolished for payments following the supply of goods or services within the European Economic Area (EU, Iceland, Norway and Liechtenstein) and where such transactions are subject to a legal or regulatory obligation to issue an ""invoice or a document in lieu"". </p>
<p>Furthermore, it is left to the King to set a ceiling below which no forms must be drawn up. However, this ceiling may not exceed EUR 1.000 per year per recipient. </p>
<h2>Entry into force</h2>
<p>The changes would come into effect for payments made from 1 January 2021 and therefore already apply to the forms that must be submitted before 30 June 2022. The draft bill still needs to be approved. </p>
<h2>Conclusion </h2>
<p>The relaxation for foreign beneficiaries is likely to lead to a reduction in administrative obligations for some taxpayers. For the ceiling, we still have to wait.</p>
</div>",https://www.crowe.com/be/spark/-/media/crowe/shared/image-library/main-images/left-to-right/ch-asset-474058722_l2r_main.jpg?h=244&iar=0&w=556&rev=-1&hash=351D96C1138E953E2263CDB42FC13CE1,https://www.crowe.com/be/spark/insights/versoepeling-fiches-281-50-op-komst
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Modification of the VAT exemption for medical care,08/10/2021,"<div class=""article-header__content rich-text"">
<p>Medical care is in principle exempt from VAT in the European Union. To this end, an VAT exemption was implemented at the European level for services provided by (para)medical professionals and medical care (as well as closely related supplies of goods and services) provided by hospitals. </p>
<p>In its case law, the Court of Justice of the European Union has consistenly ruled that only services which have a therapeutic aim can be exempted on the basis of the aforementioned VAT exemption. Whether or not a service has a therapeutic aim must be assessed by reference to both the factual and the legal context in which the service is performed.</p>
<p>In the Belgian VAT legislation and administrative guidelines, the scope of the VAT exemption for medical care is currently linked to the capacity of the service provider (qualified care providers, accredited care institutions, etc.) and the type of services (services included in the nomenclature of medical services). </p>
<p>The therapeutic or non-therapeutic aim of a services is currently not the essential criterion in Belgian VAT legislation and administrative guidelines for exempting (or not) a (para)medical service from VAT. Today, for example, medical services of an aesthetic nature are already excluded from the VAT exemptions for medical care, but many other non-therapeutic services performed by (para)medical professionals and the medical institutions are still exempt from VAT.<br>
In addition, certain healthcare providers, e.g. chiropractors and osteopaths, were principally excluded from the VAT exemption for medical care due to the fact that they belong to a non-regulated profession. </p>
<p>Compared to the European legislation and the case law of the Court of Justice of the European Union, the Belgian legislator and VAT administration apply the VAT exemption for medical care too strictly and too broadly at the same time. Following the Belgian Constitutional Court's ruling No. 194/2019 of December 5, 2019, a thorough review of Belgian VAT legislation and administrative guidelines in this regard was necessary. </p>
<h2>Modification of VAT exemption for medical care as from January 1, 2022</h2>
<p>In order to bring Belgian practice regarding the VAT exemption for medical care in line with European legislation as well as the case law of the Court of Justice of the European Union and the Belgian Constitutional Court, the scope of the VAT exemption for medical care in Belgium is being revised. The changes will take effect from January 1, 2022.</p>
<p>From now on, the VAT exemption for medical care will be limited to services relating to interventions and treatments with a therapeutic aim. This means that non-therapeutic treatments will principally no longer be able to benefit from the VAT exemption for medical care. </p>
<p>In addition, the services of non-regulated (para)medical professions can also benefit from the VAT exemption – provided their qualifications are recognized by the VAT administration. More specifically, as from 1 January 2022, the VAT exemption can be claimed by, on the one hand, (para)medical care providers with a degree issued by a recognized educational institution and, on the other hand, by persons who possess the necessary qualifications to provide medical care of a sufficiently high level of quality to be comparable to the medical care provided by the aforementioned qualified (para)medical care providers, for example chiropractors and osteopaths. It goes without saying that (para)medical care can only be VAT exempt if a therapeutic aim is present.</p>
<p>Finally, incidental supplies of goods and services by healthcare institutions, the so-called ""supplies closely related to hospital care"" transactions, will only be exempt from VAT as of January 1, 2022, provided that (i) they are indispensable for the provision of the exempted medical care, or (ii) they are not primarily intended to provide the institution with additional revenue through the performance of transactions carried out in direct competition with transactions of commercial enterprises subject to VAT. These conditions are not cumulative. The establishment of one of the aforementioned circumstances is sufficient to exclude the application of the VAT exemption.Wat is de impact voor de medische sector?</p>
<h2>What is the impact for the medical sector?</h2>
<p>Although the scope of the VAT exemption for medical care is both broadened and limited by the aforementioned legislative amendment, in our opinion the main impact of the amendment will be felt on the side of the limitation of the VAT exemption.</p>
<p>Today, the Belgian administrative guidelines allow a great many services (and supplies of goods) without a therapeutic aim to fall within the scope of the VAT exemption for medical care. These include the existing directives and tolerances regarding the provision of televisions and telephones to patients, the operation of drinking and eating establishments by healthcare institutions, the operation of hospital car parks, hairdressing or manicuring services for patients, etc. </p>
<p>Will the change in the scope of the VAT exemption for medical care revolutionize medical services? On a first reading of the legislative documents, the upcoming amendment indeed seems to hold a major change. However, the practical implementation of the legislative change by the VAT administration will have to provide more clarity. The Belgian VAT administration has indicated that it will publish new administrative guidelines, in principle before the new legislation enters into force on January 1, 2022.</p>
<p> </p>
</div>",https://www.crowe.com/be/spark/-/media/crowe/shared/image-library/main-images/left-to-right/ch-asset-96617178-a_l2r_main.jpg?h=244&iar=0&w=556&rev=-1&hash=1D41E25C969A1863008BE184C480F96E,https://www.crowe.com/be/spark/insights/wijziging-btw-vrijstelling-inzake-medische-verzorging
Changes to European rules governing the size of companies,26/06/2024,"<div class=""article-header__content rich-text"">
<p><span>Recently, the European Commission published a Directive (EU 2023/2775 of 17 October 2023) adjusting the size criteria for undertakings, taking into account the inflation that has occurred in recent years.  This Directive has since been transposed into Belgian law.</span></p>
<p><span>The new criteria will enter into force for financial years commencing from 1 January 2024 onwards.  This means that companies will continue to be classified as small for longer.</span></p>
<p><span>The size of a company is not only important when determining the model of financial statements and reporting but it also has tax implications.  In many cases, small companies therefore enjoy favourable tax regimes, including: a reduced rate, investment deduction and liquidation reserves.</span></p>
<p><span> </span></p>
<p><strong><span style=""line-height: 115%;"">Overview of criteria</span></strong></p>
<table border=""1"" cellspacing=""0"" cellpadding=""0"" style=""border: none;"">
<tbody>
<tr>
<td valign=""top"" style=""width: 71pt; padding: 0cm 5.4pt; border-style: solid; border-width: 1pt; text-align: left;"">
<p style=""margin-bottom: 0cm; text-align: center; line-height: normal;""> </p>
</td>
<td valign=""top"" style=""width: 191pt; padding: 0cm 5.4pt; border-left: none; border-top-style: solid; border-right-style: solid; border-bottom-style: solid; text-align: left;"">
<p style=""margin-bottom: 0cm; text-align: center; line-height: normal;""><strong><span>Current Belgian thresholds</span></strong></p>
</td>
<td valign=""top"" style=""width: 7cm; padding: 0cm 5.4pt; border-left: none; border-top-style: solid; border-right-style: solid; border-bottom-style: solid; text-align: left;"">
<p style=""margin-bottom: 0cm; text-align: center; line-height: normal;""><strong><span>New Belgian thresholds</span></strong></p>
</td>
</tr>
<tr>
<td valign=""top"" style=""width: 71pt; padding: 0cm 5.4pt; border-top: none; border-right-style: solid; border-bottom-style: solid; border-left-style: solid; text-align: left;"">
<p style=""margin-bottom: 0cm; line-height: normal;""><span>Micro enterprise</span></p>
<p style=""margin-bottom: 0cm; line-height: normal;""><span>(*)</span></p>
</td>
<td valign=""top"" style=""width: 191pt; padding: 0cm 5.4pt; border-top: none; border-left: none; border-right-style: solid; border-bottom-style: solid; text-align: left;"">
<p style=""margin-bottom: 0cm; line-height: normal;""><span>Balance sheet total: €350,000</span></p>
<p style=""margin-bottom: 0cm; line-height: normal;""><span>Annual turnover: €700,000</span></p>
<p style=""margin-bottom: 0cm; line-height: normal;""><span>Annual average number of employees: 10</span></p>
</td>
<td valign=""top"" style=""width: 7cm; padding: 0cm 5.4pt; border-top: none; border-left: none; border-right-style: solid; border-bottom-style: solid; text-align: left;"">
<p style=""margin-bottom: 0cm; line-height: normal;""><span>Balance sheet total: €450,000</span></p>
<p style=""margin-bottom: 0cm; line-height: normal;""><span>Annual turnover: €900,000</span></p>
<p style=""margin-bottom: 0cm; line-height: normal;""><span>Annual average number of employees: 10</span></p>
<p style=""margin-bottom: 0cm; text-align: center; line-height: normal;""> </p>
</td>
</tr>
<tr>
<td valign=""top"" style=""width: 71pt; padding: 0cm 5.4pt; border-top: none; border-right-style: solid; border-bottom-style: solid; border-left-style: solid; text-align: left;"">
<p style=""margin-bottom: 0cm; line-height: normal;""><span>Small enterprise (*)</span></p>
</td>
<td valign=""top"" style=""width: 191pt; padding: 0cm 5.4pt; border-top: none; border-left: none; border-right-style: solid; border-bottom-style: solid; text-align: left;"">
<p style=""margin-bottom: 0cm; line-height: normal;""><span>Balance sheet total: €4,500,000</span></p>
<p style=""margin-bottom: 0cm; line-height: normal;""><span>Annual turnover: €9,000,000</span></p>
<p style=""margin-bottom: 0cm; line-height: normal;""><span>Annual average number of employees: 50</span></p>
<p style=""margin-bottom: 0cm; text-align: center; line-height: normal;""> </p>
</td>
<td valign=""top"" style=""width: 7cm; padding: 0cm 5.4pt; border-top: none; border-left: none; border-right-style: solid; border-bottom-style: solid; text-align: left;"">
<p style=""margin-bottom: 0cm; line-height: normal;""><span>Balance sheet total: €6,000,000</span></p>
<p style=""margin-bottom: 0cm; line-height: normal;""><span>Annual turnover: €11,250,000</span></p>
<p style=""margin-bottom: 0cm; line-height: normal;""><span>Annual average number of employees: 50</span></p>
<p style=""margin-bottom: 0cm; text-align: center; line-height: normal;""> </p>
</td>
</tr>
<tr>
<td valign=""top"" style=""width: 71pt; padding: 0cm 5.4pt; border-top: none; border-right-style: solid; border-bottom-style: solid; border-left-style: solid; text-align: left;"">
<p style=""margin-bottom: 0cm; line-height: normal;""><span>Large enterprise </span></p>
</td>
<td valign=""top"" style=""width: 191pt; padding: 0cm 5.4pt; border-top: none; border-left: none; border-right-style: solid; border-bottom-style: solid; text-align: left;"">
<p style=""margin-bottom: 0cm; line-height: normal;""><span>Companies exceeding two of the above criteria</span></p>
</td>
<td valign=""top"" style=""width: 7cm; padding: 0cm 5.4pt; border-top: none; border-left: none; border-right-style: solid; border-bottom-style: solid; text-align: left;"">
<p style=""margin-bottom: 0cm; line-height: normal;""><span>Companies exceeding two of the above criteria</span></p>
<p style=""margin-bottom: 0cm; line-height: normal;""> </p>
</td>
</tr>
</tbody>
</table>
<p><span>(*) Companies exceeding no more than one criterion on the balance sheet date of the most recent financial year</span></p>
<p><span> </span></p>
<p><strong><span style=""line-height: 115%;"">When does a change in size occur? </span></strong></p>
<p><span>Exceeding or not exceeding the criteria will only have consequences if it occurs during two consecutive financial years. For companies in formation, the figures at the beginning of the fiscal year are estimated in good faith in order to designate the company a large, small or micro enterprise.</span></p>
<p><span> </span></p>
<p><span>In addition, the criteria for companies that together form a group of limited size are also being increased. These figures are calculated on a consolidated basis. </span></p>
</div>",https://www.crowe.com/be/spark/-/media/crowe/shared/image-library/main-images/right-to-left/ch-asset-158091654-a_r2l_main.jpg?h=244&iar=0&w=556&rev=-1&hash=3C03B17347698EE7CB8F33985EE1245C,https://www.crowe.com/be/spark/insights/wijziging-europese-groottecriteria
Change procedure optional VAT liability,24/01/2024,"<div class=""article-header__content rich-text"">
<p style=""text-align: justify;""><span>In Belgium, any person who, other than in the exercise of his <strong>VAT taxable economic activity</strong>, has erected or acquired a <strong>""new"" building</strong> or <strong>part of a ""new"" building</strong> with application of VAT, has the right to opt for the status of coincidental VAT taxpayer when the latter wishes to sell this immovable property or to establish or (re)transfer a right in rem on it with application of VAT. One of the conditions is that the property is still considered ""new"" within the meaning of the VAT code, i.e. the transfer of the property or of the right in rem <strong>takes place no later than 31 December</strong> of the second year following the year of the first occupation or first use of the building or part of building in question.</span></p>
<p style=""text-align: justify;""><span> </span></p>
<p style=""text-align: justify;""><span>The advantage of this <strong>optional VAT liability</strong> is that the VAT on the establishment or purchase of the real estate <strong>can be recovered</strong> in this way. The Belgian VAT administration requires certain notification and declaration formalities to be complied with in order for the optional VAT tax liability to be exercised, namely: </span></p>
<p style=""text-align: justify;""><span> </span></p>
<ol>
<li style=""text-align: justify;""><span><strong>Prior to the sale</strong>, the seller is obliged to submit to the VAT authorities an advance declaration on paper (declaration no. 104.1);</span></li>
<li style=""text-align: justify;""><span></span><strong>An express statement</strong> of the intention to dispose of the property with VAT or to create or (re)transfer the immovable right in rem with the application of VAT must be included in the first deed concluded between the parties. When disposing of a property, this is usually the contract of sale (although it is accepted that this intention is concretised in a promise of sale). Upon submission of Declaration No 104.1, the transferor or transferee receives a file number from the VAT administration, which the notary includes in the deed of transfer or establishment. This file number provides assurance to the notary and the co-contractor that the sale is taking place under the VAT regime.</li>
<li style=""text-align: justify;""><strong>After the sale</strong>, the seller must submit a special declaration (declaration no. 104.5) to the VAT administration. This declaration no. 104.5 shall be submitted within the month after the VAT has become due and must state the amount received from the buyer (taxable amount and VAT), the VAT deducted and the difference between the VAT due and deductible on the part of the seller (or transferor). The VAT balance will have to be paid or refunded, as the case may be.</li>
</ol>
<p style=""text-align: justify;""><span> </span></p>
<p style=""text-align: justify;""><span>In response to the administrative burden these formalities imposed on the VAT administration, it was decided to <strong>simplify and modernise</strong> the aforementioned procedure.</span></p>
<p style=""text-align: justify;""><span>The <strong>obligation to submit</strong> prior declaration no. 104.1 will be abolished without further ado. The follow-up of real estate transactions with application of VAT will henceforth be done <strong>on the basis of the first deed between the parties</strong> showing the transferor's intention to apply VAT to the sale or on the basis of the notarial deed between the parties. Thus, the aforementioned step 1 in the administrative procedure will be abolished. However, step 2 (entry of intention to apply VAT) and step 3 (filing of special declaration (declaration no. 104.5)) remain valid</span></p>
<br>
</div>",https://www.crowe.com/be/spark/-/media/crowe/shared/image-library/main-images/right-to-left/ch-asset-96617178-a_r2l_main.jpg?h=244&iar=0&w=556&rev=-1&hash=AB9F275EDAD8AFA8CE03792C964ED735,https://www.crowe.com/be/spark/insights/wijziging-procedure-optionele-btw-belastingplicht
,,,,
,,,,
,,,,
,,,,
