Name,Location,Speciality,E-mail Address,Website,Facebook,Instagram,No. Of Products,Product 1,Product 2,Product 3,Product 4,Product 5,Product 6,Product 7,Product 8,Product 9,Product 10,Product 11,Product 12,Product 13,Product 14,Product 15,Product 16
LooksRx ,"3930 NAAMAN SCHOOL RD STE A, GARLAND, TX 75040",MEDICAL_SPA,looksrx@gmail.com,https://www.looksrx.com,https://www.facebook.com/LooksRx,@LooksRx,13 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,CoolTone®,,,
Sculpt MD,"1038 MURRIETA BLVD STE B, LIVERMORE, CA 94550",MEDICAL_SPA,admin@sculptmdmedspa.com,https://www.sculptmdmedspa.com,,@Sculpt_MD,9 Products,BOTOX® Cosmetic (onabotulinumtoxinA),KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,
LaserAway,"5264 DUBLIN BLVD STE 525, DUBLIN, CA 94568",OTHER,contact@laseraway.com,https://www.laseraway.com/locations/ca/dublin/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,,
ERIC P BACHELOR MD,"1387 SANTA RITA RD, PLEASANTON, CA 94566",PLASTIC_SURGERY,esther@ericpbachelormd.com,https://www.ericpbachelormd.com,https://www.facebook.com/ericpbachelormd,@ericpbachelormd,12 Products,BOTOX® Cosmetic (onabotulinumtoxinA),Natrelle® Breast Implants®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,,,,
LaserAway,"661 EL CAMINO REAL STE 102, SAN CARLOS, CA 94070",,contact@laseraway.com,https://www.laseraway.com/locations/ca/san-carlos/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,,
"McGuiness Dermatology & Plastic Surgery - Plano, Texas","6000 W SPRING CREEK PKWY STE 200, PLANO, TX 75024",PLASTIC_SURGERY,plano@mcgderm.com,https://www.mcguinessdermatology.com,https://www.facebook.com/mcguinessdermatology,@mcguinessderm,13 Products,BOTOX® Cosmetic (onabotulinumtoxinA),Natrelle® Breast Implants®,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,CoolTone®,,,
LEANN ERMEL HADDOCK MD,"6607 HILLCREST AVE STE 200, DALLAS, TX 75205",,,,https://www.facebook.com/embermedspadallas,@embermedspadallas.com,3 Products,BOTOX® Cosmetic (onabotulinumtoxinA),CoolSculpting®,CoolSculpting® Elite,,,,,,,,,,,,,
DAVID A BERMAN MD,"1860 MOWRY AVE STE 304, FREMONT, CA 94538",DERMATOLOGY,info@skinmds.com,https://www.skinmds.com,https://www.facebook.com/berman-skin-institute-163471007009063/,,12 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,,,,
Calista Skin & Laser Center,"6100 COLLEYVILLE BLVD STE 170, COLLEYVILLE, TX 76034",MEDICAL_SPA,info@calistalaser.com,https://www.calistalaser.com,https://www.facebook.com/calistaskincenter/,@calistaskinandlasercenter,13 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,DiamondGlow®,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,,,
LaserAway,"5108 BROADWAY STE K106, OAKLAND, CA 94611",,contact@laseraway.com,https://www.laseraway.com/locations/ca/oakland/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,,
MICHAEL DEAN VISTNES MD,"2017 MOUNTAIN BLVD, OAKLAND, CA 94611",,montclair@skinspirit.com,https://www.skinspirit.com/locations/montclair/,https://www.facebook.com/skinspiritoakland,@skinspirit,15 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,DiamondGlow®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,CoolTone®,
"JEROME POTOZKIN, MD","600 SAN RAMON VALLEY BLVD STE 102, DANVILLE, CA 94526",DERMATOLOGY,pm@potozkinmd.com,https://www.mybeautymd.com,https://www.facebook.com/DrJeromePotozkinMD,@mybeautymd,11 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,CoolTone®,,,,,
LaserAway,"2613 NAGLEE RD, TRACY, CA 95304",,contact@laseraway.com,https://www.laseraway.com/locations/ca/tracy/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,,
The Art of Beauty MediSpa & Dr. Stompro and Dr. Cheng Plastic Surgery,"4165 BLACKHAWK PLAZA CIR STE 150, DANVILLE, CA 94506",MEDICAL_SPA,kenzie@plasticsurgery1.com,https://www.plasticsurgery1.com,https://www.facebook.com/drstomproanddrcheng,@artofbeautydanville,16 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,DiamondGlow®,Natrelle® Breast Implants®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,CoolTone®
LaserAway,"3401 PRESTON RD STE 6, FRISCO, TX 75034",OTHER,contact@laseraway.com,https://www.laseraway.com/locations/tx/frisco/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,,
STEVEN H WILLIAMS MD,"11820 DUBLIN BLVD, DUBLIN, CA 94568",PLASTIC_SURGERY,manager@trivalleysurgery.com,https://www.trivalleyplasticsurgery.com,,@trivalleyplasticsurgery,12 Products,BOTOX® Cosmetic (onabotulinumtoxinA),Natrelle® Breast Implants®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,,,,
ALEX CHRISTOPHER SPINOSO MD,"1650 W ROSEDALE ST STE 230, FORT WORTH, TX 76104",MEDICAL_SPA,fortworth@genesislifestylemedicine.com,https://www.genesislifestylemedicine.com/locations/fort-worth/,https://www.facebook.com/genesislifestylemedicine/,@genesislifestylemedicine,9 Products,BOTOX® Cosmetic (onabotulinumtoxinA),JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,,,,,,,
VALENTINE AYO-DEJI GIBSON MD,"2281 E UNIVERSITY DR STE 147, PROSPER, TX 75078",,Info@fitzyshadesmedspa.com,HTTPS://Www.fitzyshadesmedspa.com,HTTPS://www.Facebook.com/fitzyshadesmedspa,@Fitzyshadesmedspa,10 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,
STEVEN M CAMP MD,"3416 LOVELL AVE STE 200, FORT WORTH, TX 76107",,info@campplasticsurgery.com,https://www.campplasticsurgery.com,https://www.facebook.com/StevenCampMD/,@stevencampmd,14 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,DiamondGlow®,Natrelle® Breast Implants®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,CoolTone®,,
"McGuiness Dermatology & Plastic Surgery - Prosper, Texas","1450 N PRESTON RD STE 60, PROSPER, TX 75078",DERMATOLOGY,prosper@mcgderm.com,https://www.mcguinessdermatology.com,https://www.facebook.com/mcguinessdermatology,@mcguinessderm,13 Products,BOTOX® Cosmetic (onabotulinumtoxinA),Natrelle® Breast Implants®,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,CoolTone®,,,
LaserAway,"2600 W 7TH ST STE 102, FORT WORTH, TX 76107",OTHER,contact@laseraway.com,https://www.laseraway.com/locations/tx/fort-worth/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,,
LaserAway,"951 S PRESTON RD, PROSPER, TX 75078",OTHER,contact@laseraway.com,https://www.laseraway.com/locations/tx/gates-of-prosper/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,8 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,CoolTone®,,,,,,,,
VISHNU RUMALLA MD,"1870 KELLER PKWY, KELLER, TX 76248",PLASTIC_SURGERY,tarrantplasticsurgery@yahoo.com,https://www.tarrantplasticsurgery.com,https://www.facebook.com/tarrant-plastic-surgery-148975481838451/,@tarrantplasticsurgery,12 Products,BOTOX® Cosmetic (onabotulinumtoxinA),KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,CoolTone®,,,,
"McGuiness Dermatology & Plastic Surgery - Flower Mound, Texas","4471 LONG PRAIRIE RD STE 100, FLOWER MOUND, TX 75028",DERMATOLOGY,flowermound@mcgderm.com,https://www.mcguinessdermatology.com,https://www.facebook.com/mcguinessdermatology,@mcguinessderm,13 Products,BOTOX® Cosmetic (onabotulinumtoxinA),Natrelle® Breast Implants®,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,CoolTone®,,,
"Medspa California, San Ramon","5601 NORRIS CANYON RD, STE 320, SAN RAMON, CA 94583",OTHER,anu@medspaca.com,https://www.medspaca.com,https://www.facebook.com/medspacalifornia/,@medspa_ca,12 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,,,,
Be CLINICAL,"3130 CROW CANYON PL STE 180, SAN RAMON, CA 94583",OTHER,info@beclinical.com,https://www.beclinical.com/,https://www.facebook.com/p/Be-Clinical-100085820585507/,@beclinical,13 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,CoolTone®,,,
LaserAway,"1411 BURLINGAME AVE, BURLINGAME, CA 94010",OTHER,contact@laseraway.com,https://www.laseraway.com/locations/ca/burlingame/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,,
LaserAway,"6000 BOLLINGER CANYON RD STE 1201, SAN RAMON, CA 94583",OTHER,contact@laseraway.com,https://www.laseraway.com/locations/ca/san-ramon/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,,
Total Med Solutions,"200 MIRON DR, SOUTHLAKE, TX 76092",MEDICAL_SPA,info@totalmedsolutions.com,https://www.totalmedsolutions.com,https://www.facebook.com/TotalMedSolutions,,14 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,CoolTone®,,
SONYA GADE REDDY DDS,"3000 FM 407 E STE 300, ARGYLE, TX 76226",,info@smileupdentistry.com,https://www.smileupdentistry.com,,@drsonyareddy,10 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,
LaserAway,"2565 SAND CREEK RD STE 116, BRENTWOOD, CA 94513",OTHER,contact@laseraway.com,https://www.laseraway.com/locations/ca/brentwood/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,8 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,CoolTone®,,,,,,,,
Nob Hill Aesthetics,"909 HYDE ST STE 415, SAN FRANCISCO, CA 94109",MEDICAL_SPA,office@nobhillAesthetics.com,https://www.nobhillAesthetics.com,https://www.facebook.com/KonstantinBukovMD/,@nobhillaesthetics,12 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,CoolTone®,,,,
Starwood Med Spa,"6950 LEBANON RD STE 105, FRISCO, TX 75034",MEDICAL_SPA,info@starwoodmedspa.com,https://www.starwoodmedspa.com,https://www.facebook.com/starwoodmedspallc,@starwoodmedspa,12 Products,BOTOX® Cosmetic (onabotulinumtoxinA),DiamondGlow®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,,,,
LaserAway,"410 CASTRO ST, SAN FRANCISCO, CA 94114",OTHER,contact@laseraway.com,https://www.laseraway.com/locations/ca/san-francisco-castro/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,,
LaserAway,"1240 PROSPECT ST, SOUTHLAKE, TX 76092",OTHER,contact@laseraway.com,https://www.laseraway.com/locations/tx/southlake/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,,
SHEENA KONG MD MED SPA,"490 POST ST STE 1150, SAN FRANCISCO, CA 94102",OTHER,info@sheenakong.com,https://www.sheenakong.com,http://www.facebook.com/drsheenakong,@drsheenakong,10 Products,BOTOX® Cosmetic (onabotulinumtoxinA),KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,,,,,,
Recharge Medical,"1456 CALIFORNIA ST, SAN FRANCISCO, CA 94109",,rechargeadmin@ddphealth.com,https://recharge.clinic/,https://www.facebook.com/rechargemedical/,@rechargemedical,12 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,,,,
LaserAway,"355 SUTTER ST, SAN FRANCISCO, CA 94108",OTHER,contact@laseraway.com,https://www.laseraway.com/locations/ca/san-francisco-union-square/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,,
SERENITY MED SPA,"126 POST ST FL 2, SAN FRANCISCO, CA 94108",MEDICAL_SPA,info@serenitymedspa.com,https://www.serenitymedspa.com,https://www.facebook.com/serenitymedspa,@serenitymedspasf,13 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,CoolTone®,,,
LaserAway,"1648 BONANZA ST, WALNUT CREEK, CA 94596",OTHER,contact@laseraway.com,https://www.laseraway.com/locations/ca/walnut-creek/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,,
SCULPTOLOGY,"977 Moraga Rd, Lafayette, CA 94549",MEDICAL_SPA,discover@sculptology.com,https://www.sculptology.com,https://www.facebook.com/sculptologypleasanton/?ref=bookmarks,@sculptology_life,3 Products,CoolSculpting®,CoolSculpting® Elite,CoolTone®,,,,,,,,,,,,,
DAVID HENSLEY MD,"300 W ARBROOK BLVD STE D, ARLINGTON, TX 76014",,info@metroderm.com,https://www.metroderm.com,https://www.facebook.com/metroplexdermatology,@metrodermaesthetics,14 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,DiamondGlow®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,,
LaserAway,"2095 DIAMOND BLVD STE 125, CONCORD, CA 94520",,contact@laseraway.com,https://www.laseraway.com/locations/ca/concord/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,,
Juvanew Medspa,"2455 RIDGE RD STE 157, ROCKWALL, TX 75087",MEDICAL_SPA,info@juvanew.com,https://www.juvanew.com,https://facebook.com/juvanew,@juvanew,9 Products,BOTOX® Cosmetic (onabotulinumtoxinA),KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,
LaserAway,"1878 UNION ST, SAN FRANCISCO, CA 94123",OTHER,contact@laseraway.com,https://www.laseraway.com/locations/ca/san-francisco-marina/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,,
LaserAway,"37100 FREMONT BLVD STE E, FREMONT, CA 94536",OTHER,contact@laseraway.com,https://www.laseraway.com/locations/ca/fremont/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,,
